Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,k_bb_ratio,mlbID,season
Kyle Freeland,30,1001,Maj-NL,Colorado,29,29,6.0,14.0,,155.2,187,96,87,42,94,29,1,5.03,624,30,6,0,18,6,13,7,2,677,2417,0.66,0.15,0.08,0.41,0.24,0.05,1.471,0.312,5.4,2.24,607536,2023
Max Fried,29,978,Maj-NL,Atlanta,15,15,8.0,1.0,,81.2,76,27,25,22,83,8,2,2.76,307,9,0,0,9,1,4,2,3,333,1339,0.63,0.16,0.12,0.58,0.19,0.04,1.2,0.313,9.1,3.77,608331,2023
Shintaro Fujinami,29,986,Maj-AL,"Baltimore,Oakland",64,7,7.0,8.0,2.0,79.0,73,65,63,45,83,9,7,7.18,302,18,2,1,6,3,7,0,0,357,1405,0.6,0.14,0.12,0.39,0.26,0.08,1.494,0.3,9.5,1.84,660261,2023
Carson Fulmer,29,986,Maj-AL,Los Angeles,3,1,1.0,1.0,,10.0,6,3,3,4,6,1,1,2.7,34,1,1,0,1,0,1,0,1,39,157,0.6,0.17,0.07,0.57,0.14,0.0,1.0,0.185,5.4,1.5,608334,2023
Michael Fulmer,30,1006,Maj-NL,Chicago,58,1,3.0,5.0,2.0,57.0,48,29,28,28,65,7,2,4.42,204,13,0,0,8,3,1,2,0,237,950,0.62,0.16,0.14,0.39,0.25,0.08,1.333,0.304,10.3,2.32,605242,2023
Hunter Gaddis,25,996,Maj-AL,Cleveland,11,7,2.0,1.0,,42.0,41,21,21,14,24,6,4,4.5,161,11,1,0,1,3,3,1,0,182,686,0.64,0.16,0.07,0.27,0.21,0.16,1.31,0.261,5.1,1.71,683769,2023
Zac Gallen,27,955,Maj-NL,Arizona,40,40,19.0,12.0,,243.2,219,104,98,61,244,28,6,3.62,915,47,3,0,23,5,8,6,0,987,3799,0.64,0.17,0.11,0.43,0.26,0.04,1.149,0.295,9.0,4.0,668678,2023
Luis Garcia,26,1139,Maj-AL,Houston,6,6,2.0,2.0,,27.0,25,12,12,10,31,3,1,4.0,103,8,1,0,0,0,0,1,0,115,462,0.64,0.14,0.15,0.27,0.33,0.15,1.296,0.319,10.3,3.1,677651,2023
Braxton Garrett,25,983,Maj-NL,Miami,32,31,9.0,8.0,,162.2,157,70,67,30,161,20,11,3.71,629,39,4,0,12,2,14,3,3,672,2536,0.66,0.19,0.11,0.49,0.26,0.04,1.15,0.304,8.9,5.37,666129,2023
Justin Garza,29,1057,Maj-AL,Boston,17,1,,2.0,,18.1,22,17,15,12,17,3,1,7.36,77,6,1,1,0,1,0,0,0,91,351,0.62,0.17,0.09,0.34,0.3,0.05,1.855,0.328,8.3,1.42,621057,2023
Kevin Gausman,32,984,Maj-AL,Toronto,32,32,12.0,10.0,,189.0,166,75,68,58,242,21,3,3.24,715,43,1,0,9,1,21,4,3,781,3143,0.66,0.17,0.13,0.43,0.25,0.06,1.185,0.32,11.5,4.17,592332,2023
Domingo German,30,1048,Maj-AL,New York,20,19,5.0,7.0,,108.2,83,61,55,34,114,20,6,4.56,401,19,2,0,6,3,12,2,1,444,1653,0.67,0.16,0.15,0.4,0.22,0.1,1.077,0.233,9.4,3.35,593334,2023
Kyle Gibson,35,977,Maj-AL,Baltimore,34,33,15.0,9.0,,195.0,199,102,102,56,158,24,6,4.71,741,43,5,0,25,11,7,4,1,817,3070,0.62,0.17,0.11,0.49,0.23,0.04,1.308,0.307,7.3,2.82,502043,2023
Logan Gilbert,26,989,Maj-AL,Seattle,32,32,13.0,7.0,,190.2,169,82,79,36,189,29,2,3.73,724,36,2,1,9,5,14,1,0,770,2924,0.67,0.15,0.12,0.42,0.23,0.06,1.075,0.274,8.9,5.25,669302,2023
Lucas Giolito,28,986,Maj-AL,"Chicago,Cleveland,Los Angeles",33,33,8.0,15.0,,184.1,169,110,100,73,204,41,9,4.88,705,34,7,2,6,6,13,6,2,794,3191,0.63,0.17,0.12,0.36,0.23,0.12,1.313,0.275,10.0,2.79,608337,2023
Sawyer Gipson-Long,25,989,Maj-AL,Detroit,4,4,1.0,,,20.0,14,7,6,8,26,2,0,2.7,74,4,1,0,1,0,1,1,0,82,336,0.63,0.16,0.16,0.35,0.25,0.04,1.1,0.261,11.7,3.25,687830,2023
Tyler Glasnow,29,984,Maj-AL,Tampa Bay,22,22,10.0,8.0,,125.0,99,56,50,42,170,13,1,3.6,466,18,3,0,7,4,21,1,0,513,1993,0.65,0.17,0.16,0.5,0.22,0.04,1.128,0.3,12.2,4.05,607192,2023
Austin Gomber,29,1020,Maj-NL,Colorado,27,27,9.0,9.0,,139.0,164,88,85,43,87,26,3,5.5,552,35,3,1,18,1,8,1,1,603,2162,0.64,0.16,0.08,0.43,0.24,0.07,1.489,0.314,5.6,2.02,596295,2023
Tony Gonsolin,29,1030,Maj-NL,Los Angeles,20,20,8.0,5.0,,103.0,86,61,57,40,82,19,7,4.98,381,15,0,1,8,5,8,1,0,435,1665,0.64,0.15,0.1,0.36,0.24,0.08,1.223,0.235,7.2,2.05,664062,2023
Marco Gonzales,31,1112,Maj-AL,Seattle,10,10,4.0,1.0,,50.0,55,32,29,18,34,5,0,5.22,195,14,0,0,7,2,1,1,0,215,811,0.66,0.18,0.09,0.4,0.29,0.06,1.46,0.316,6.1,1.89,594835,2023
Victor Gonzalez,27,986,Maj-NL,Los Angeles,34,1,3.0,3.0,,33.2,27,15,15,10,30,2,3,4.01,121,7,0,1,5,1,2,0,0,135,510,0.64,0.18,0.13,0.54,0.25,0.02,1.099,0.278,8.0,3.0,624647,2023
MacKenzie Gore,24,1009,Maj-NL,Washington,27,27,7.0,10.0,,136.1,134,71,67,57,151,27,1,4.42,519,19,2,0,16,4,10,3,5,582,2461,0.63,0.15,0.12,0.39,0.26,0.06,1.401,0.31,10.0,2.65,669022,2023
Brusdar Graterol,24,976,Maj-NL,Los Angeles,70,1,4.0,2.0,7.0,70.1,54,14,9,13,50,3,2,1.15,249,7,1,1,12,2,5,2,0,267,963,0.68,0.18,0.07,0.66,0.14,0.04,0.953,0.258,6.4,3.85,660813,2023
Jon Gray,31,957,Maj-AL,Texas,32,29,10.0,8.0,,163.0,153,76,73,55,150,22,9,4.03,603,16,1,1,13,7,12,9,4,678,2465,0.66,0.15,0.13,0.41,0.26,0.07,1.276,0.299,8.3,2.73,592351,2023
Josiah Gray,25,991,Maj-NL,Washington,30,30,8.0,13.0,,159.0,152,72,69,80,143,22,9,3.91,605,29,1,1,13,4,21,4,4,698,2812,0.61,0.15,0.11,0.38,0.24,0.1,1.459,0.293,8.1,1.79,680686,2023
Sonny Gray,33,977,Maj-AL,Minnesota,34,34,9.0,9.0,,193.0,169,64,61,58,195,10,6,2.84,727,36,3,0,13,3,8,4,5,797,2987,0.64,0.17,0.11,0.48,0.27,0.05,1.176,0.303,9.1,3.36,543243,2023
Hunter Greene,23,986,Maj-NL,Cincinnati,22,22,4.0,7.0,,112.0,111,65,60,48,152,19,8,4.82,438,33,4,0,4,2,16,4,0,498,2089,0.64,0.15,0.13,0.36,0.22,0.07,1.42,0.342,12.2,3.17,668881,2023
Zack Greinke,39,986,Maj-AL,Kansas City,30,27,2.0,15.0,,142.1,158,82,80,23,97,25,4,5.06,561,25,2,0,13,5,2,1,5,593,2221,0.64,0.18,0.07,0.44,0.25,0.05,1.272,0.3,6.1,4.22,425844,2023
Michael Grove,26,976,Maj-NL,Los Angeles,20,12,2.0,3.0,,71.0,84,48,48,21,75,13,3,6.08,287,15,3,0,5,0,8,2,1,311,1193,0.66,0.16,0.12,0.4,0.3,0.07,1.479,0.357,9.5,3.57,675627,2023
Javy Guerra,27,1061,"Maj-AL,Maj-NL","Milwaukee,Tampa Bay",17,2,,,,19.1,17,13,13,22,14,2,2,6.05,72,2,0,3,2,1,2,0,0,97,363,0.56,0.17,0.07,0.41,0.19,0.08,2.017,0.263,6.5,0.64,642770,2023
Ian Hamilton,28,987,Maj-AL,New York,39,3,3.0,2.0,2.0,58.0,45,19,17,26,69,2,3,2.64,209,9,1,1,6,1,2,2,2,239,979,0.63,0.16,0.15,0.56,0.25,0.04,1.224,0.309,10.7,2.65,641656,2023
Emerson Hancock,24,1028,Maj-AL,Seattle,3,3,,,,12.0,13,6,6,3,6,1,0,4.5,46,0,0,0,2,0,4,1,0,49,194,0.67,0.14,0.08,0.5,0.15,0.08,1.333,0.308,4.5,2.0,676106,2023
Hogan Harris,26,1026,Maj-AL,Oakland,14,6,3.0,6.0,,63.0,67,51,50,28,56,10,3,7.14,249,20,0,0,5,2,4,0,1,284,1109,0.64,0.18,0.09,0.39,0.25,0.08,1.508,0.308,8.0,2.0,663687,2023
Kyle Harrison,21,986,Maj-NL,San Francisco,7,7,1.0,1.0,,34.2,29,19,16,11,35,8,4,4.15,131,5,1,0,0,1,3,3,1,147,588,0.65,0.19,0.09,0.28,0.27,0.09,1.154,0.236,9.1,3.18,690986,2023
Thomas Hatch,28,1001,"Maj-AL,Maj-NL","Pittsburgh,Toronto",18,2,1.0,1.0,,28.2,33,18,13,12,26,2,1,4.08,113,9,0,1,4,1,3,1,0,129,475,0.64,0.14,0.14,0.54,0.18,0.03,1.57,0.36,8.2,2.17,641672,2023
Andrew Heaney,32,956,Maj-AL,Texas,39,31,11.0,6.0,,158.1,154,79,73,64,155,23,10,4.15,610,38,3,0,13,3,11,4,0,688,2772,0.63,0.15,0.11,0.43,0.21,0.06,1.377,0.301,8.8,2.42,571760,2023
Kyle Hendricks,33,988,Maj-NL,Chicago,24,24,6.0,8.0,,137.0,138,68,57,27,93,13,4,3.74,542,30,3,0,2,4,23,2,0,578,2108,0.66,0.19,0.09,0.47,0.23,0.08,1.204,0.284,6.1,3.44,543294,2023
Tommy Henry,25,1051,Maj-NL,Arizona,17,16,5.0,4.0,,89.0,86,42,41,35,64,12,4,4.15,342,17,2,2,5,0,10,3,1,381,1391,0.63,0.14,0.1,0.37,0.24,0.09,1.36,0.278,6.5,1.83,674072,2023
Jimmy Herget,29,986,Maj-AL,Los Angeles,29,1,2.0,4.0,,29.0,33,15,15,8,26,7,2,4.66,117,10,0,3,2,0,0,0,0,127,510,0.65,0.18,0.09,0.29,0.25,0.1,1.414,0.31,8.1,3.25,623474,2023
Carlos Hernandez,26,986,Maj-AL,Kansas City,67,4,1.0,10.0,4.0,70.0,62,43,41,31,77,10,1,5.27,266,17,2,1,5,2,3,1,0,300,1249,0.64,0.12,0.14,0.33,0.29,0.06,1.329,0.287,9.9,2.48,672578,2023
Rich Hill,43,986,Maj-NL,"Pittsburgh,San Diego",32,27,8.0,14.0,,146.1,165,98,88,58,129,23,7,5.41,587,44,4,0,11,4,25,2,1,660,2531,0.65,0.2,0.08,0.39,0.28,0.08,1.524,0.323,7.9,2.22,448179,2023
Bryan Hoeing,26,986,Maj-NL,Miami,33,7,2.0,3.0,,70.2,71,45,43,25,53,13,2,5.48,274,24,2,2,5,3,6,1,0,304,1125,0.63,0.19,0.09,0.45,0.23,0.01,1.358,0.275,6.8,2.12,663773,2023
Tyler Holton,27,987,Maj-AL,Detroit,59,1,3.0,2.0,1.0,85.1,56,21,20,18,74,9,1,2.11,303,9,0,1,6,1,1,0,0,324,1195,0.67,0.18,0.12,0.46,0.25,0.06,0.867,0.213,7.8,4.11,663947,2023
Tanner Houck,27,986,Maj-AL,Boston,21,21,6.0,10.0,,106.0,104,61,59,41,99,14,6,5.01,410,24,0,0,8,4,4,2,0,463,1740,0.63,0.16,0.13,0.53,0.21,0.04,1.368,0.299,8.4,2.41,656557,2023
Adrian Houser,30,986,Maj-NL,Milwaukee,23,21,8.0,5.0,,111.1,121,56,51,34,96,13,1,4.12,443,18,1,0,8,3,4,1,2,481,1858,0.64,0.19,0.07,0.47,0.21,0.05,1.392,0.32,7.8,2.82,605288,2023
Dakota Hudson,28,989,Maj-NL,St. Louis,18,12,6.0,3.0,,81.1,88,46,45,34,45,9,6,4.98,311,22,0,0,15,2,2,0,0,354,1318,0.61,0.14,0.09,0.52,0.25,0.03,1.5,0.305,5.0,1.32,641712,2023
Cole Irvin,29,986,Maj-AL,Baltimore,24,12,1.0,4.0,,77.1,78,42,38,21,68,11,7,4.42,305,15,1,0,3,3,0,1,0,336,1273,0.67,0.17,0.09,0.42,0.24,0.06,1.28,0.293,7.9,3.24,608344,2023
Jake Irvin,26,996,Maj-NL,Washington,24,24,3.0,7.0,,121.0,118,66,62,54,99,20,8,4.61,462,17,2,0,15,6,5,0,1,530,2147,0.62,0.19,0.07,0.42,0.21,0.07,1.421,0.281,7.4,1.83,663623,2023
Andre Jackson,27,986,Maj-NL,"Los Angeles,Pittsburgh",19,7,1.0,3.0,2.0,61.1,52,34,34,22,57,11,2,4.99,231,11,1,0,3,2,4,1,2,257,1001,0.65,0.17,0.11,0.37,0.26,0.08,1.207,0.248,8.4,2.59,656578,2023
Joe Jacques,28,1008,Maj-AL,Boston,23,1,2.0,1.0,1.0,26.2,32,17,15,10,20,2,6,5.06,104,5,2,2,6,1,1,2,0,122,436,0.62,0.22,0.07,0.64,0.17,0.03,1.575,0.361,6.8,2.0,682175,2023
Drey Jameson,25,1073,Maj-NL,Arizona,15,3,3.0,1.0,1.0,40.2,40,15,15,18,37,6,1,3.32,154,6,0,0,6,1,0,0,1,174,674,0.63,0.17,0.13,0.47,0.18,0.03,1.426,0.304,8.2,2.06,686753,2023
Bryce Jarvis,25,986,Maj-NL,Arizona,11,1,2.0,1.0,,23.2,14,9,8,9,12,3,0,3.04,82,0,1,0,2,1,0,0,0,92,370,0.58,0.15,0.07,0.45,0.21,0.04,0.972,0.162,4.6,1.33,686826,2023
Cristian Javier,26,964,Maj-AL,Houston,34,34,12.0,6.0,,173.0,151,90,87,69,171,27,8,4.53,652,35,4,0,8,6,24,3,3,736,3079,0.62,0.14,0.12,0.26,0.23,0.11,1.272,0.27,8.9,2.48,664299,2023
Dany Jimenez,29,987,Maj-AL,Oakland,25,1,,2.0,1.0,23.1,11,9,9,14,21,3,0,3.47,77,2,0,1,1,2,3,1,0,94,406,0.57,0.19,0.1,0.31,0.19,0.2,1.071,0.145,8.1,1.5,666204,2023
Jakob Junis,30,994,Maj-NL,San Francisco,40,4,4.0,3.0,1.0,86.0,90,42,37,21,96,12,5,3.87,335,23,1,1,8,4,5,2,1,367,1391,0.67,0.21,0.12,0.43,0.23,0.07,1.291,0.338,10.0,4.57,596001,2023
Janson Junk,27,986,Maj-NL,Milwaukee,2,1,,1.0,,7.1,8,5,4,2,5,1,0,4.91,30,3,0,0,0,0,0,0,0,33,110,0.71,0.17,0.04,0.6,0.16,0.12,1.364,0.292,6.1,2.5,676083,2023
James Kaprielian,29,1086,Maj-AL,Oakland,14,11,2.0,6.0,,61.0,66,45,43,31,57,9,5,6.34,241,16,0,1,4,1,10,2,0,280,1091,0.65,0.17,0.11,0.32,0.24,0.1,1.59,0.324,8.4,1.84,621076,2023
Karl Kauffmann,25,987,Maj-NL,Colorado,11,3,2.0,5.0,,35.0,42,34,32,16,16,5,4,8.23,135,11,0,0,9,3,4,0,0,158,583,0.59,0.14,0.08,0.42,0.27,0.02,1.657,0.316,4.1,1.0,666154,2023
Brad Keller,27,1000,Maj-AL,Kansas City,11,9,3.0,4.0,,45.1,42,26,23,45,31,3,3,4.57,162,8,0,0,12,1,2,1,1,211,878,0.55,0.17,0.08,0.58,0.18,0.05,1.919,0.302,6.2,0.69,641745,2023
Mitch Keller,27,991,Maj-NL,Pittsburgh,32,32,13.0,9.0,,194.1,187,97,91,55,210,25,12,4.21,752,38,2,0,15,5,12,2,2,825,3121,0.66,0.19,0.1,0.44,0.25,0.05,1.245,0.31,9.7,3.82,656605,2023
Trevor Kelley,30,1023,Maj-AL,Tampa Bay,10,3,,1.0,,15.1,16,10,10,6,11,4,2,5.87,61,5,0,1,1,0,0,0,0,69,272,0.64,0.21,0.09,0.34,0.22,0.08,1.435,0.261,6.5,1.83,665001,2023
Merrill Kelly,34,959,Maj-NL,Arizona,34,34,15.0,9.0,,201.2,155,77,71,77,215,24,4,3.17,728,32,3,0,19,3,14,5,4,813,3164,0.65,0.16,0.12,0.45,0.23,0.07,1.15,0.266,9.6,2.79,518876,2023
Brett Kennedy,28,1014,Maj-NL,Cincinnati,5,2,1.0,,,18.0,19,13,13,7,9,1,3,6.5,69,7,2,0,0,3,4,0,0,83,310,0.59,0.15,0.07,0.41,0.33,0.08,1.444,0.29,4.5,1.29,664028,2023
Clayton Kershaw,35,980,Maj-NL,Los Angeles,25,25,13.0,6.0,,132.0,106,45,42,41,137,20,3,2.86,486,22,0,0,16,1,6,4,1,531,2061,0.66,0.16,0.13,0.47,0.22,0.07,1.114,0.261,9.3,3.34,477132,2023
Dallas Keuchel,35,987,Maj-AL,Minnesota,10,6,2.0,1.0,,37.2,45,25,25,18,25,3,2,5.97,151,13,1,0,6,1,4,1,0,172,658,0.61,0.19,0.09,0.54,0.25,0.02,1.673,0.339,6.0,1.39,572971,2023
Yusei Kikuchi,32,983,Maj-AL,Toronto,33,32,11.0,6.0,,169.1,168,79,73,49,181,27,4,3.88,653,27,1,0,17,0,14,1,2,708,2839,0.64,0.16,0.12,0.41,0.26,0.08,1.281,0.317,9.6,3.69,579328,2023
Caleb Kilian,26,1035,Maj-NL,Chicago,3,1,,1.0,,5.1,13,10,10,2,5,0,4,16.88,27,3,0,0,2,0,0,0,0,33,130,0.63,0.15,0.08,0.55,0.36,0.0,2.813,0.591,8.4,2.5,668873,2023
Michael King,28,986,Maj-AL,New York,49,9,4.0,8.0,6.0,104.2,88,35,32,32,127,10,5,2.75,390,13,2,1,9,1,3,3,2,431,1681,0.64,0.22,0.12,0.43,0.25,0.06,1.146,0.307,10.9,3.97,650633,2023
George Kirby,25,986,Maj-AL,Seattle,31,31,13.0,10.0,,190.2,179,74,71,19,172,22,6,3.35,727,28,7,1,18,3,17,4,0,757,2825,0.71,0.16,0.11,0.45,0.22,0.07,1.038,0.293,8.1,9.05,669923,2023
Corey Kluber,37,1089,Maj-AL,Boston,15,9,3.0,6.0,1.0,55.0,69,47,43,21,42,17,4,7.04,232,16,2,0,1,0,3,0,0,257,990,0.65,0.16,0.1,0.31,0.25,0.11,1.636,0.301,6.9,2.0,446372,2023
Reiss Knehr,26,1082,Maj-NL,San Diego,4,1,,1.0,,5.2,10,10,10,5,4,3,0,15.88,26,1,1,0,0,1,0,0,0,32,123,0.57,0.15,0.06,0.26,0.39,0.04,2.647,0.35,6.4,0.8,663753,2023
Matt Koch,32,986,Maj-NL,Colorado,39,1,3.0,2.0,,38.2,41,22,22,9,27,7,2,5.12,151,6,0,0,4,1,1,1,0,163,586,0.66,0.15,0.11,0.51,0.22,0.04,1.293,0.288,6.3,3.0,571863,2023
Michael Kopech,27,997,Maj-AL,Chicago,30,27,5.0,12.0,,129.1,115,80,78,91,134,29,11,5.43,483,21,2,0,11,5,32,7,0,591,2430,0.58,0.16,0.1,0.36,0.2,0.09,1.593,0.265,9.3,1.47,656629,2023
Dean Kremer,27,977,Maj-AL,Baltimore,33,33,13.0,6.0,,174.1,178,91,85,56,157,29,5,4.39,685,28,1,1,10,2,9,6,1,748,2980,0.64,0.16,0.1,0.4,0.28,0.05,1.342,0.297,8.1,2.8,665152,2023
Chad Kuhl,30,1086,Maj-NL,Washington,16,5,,4.0,1.0,38.1,47,38,36,28,31,8,3,8.45,150,12,1,2,5,5,9,3,2,187,770,0.56,0.15,0.1,0.31,0.28,0.04,1.957,0.336,7.3,1.11,641771,2023
Jimmy Lambert,28,1014,Maj-AL,Chicago,35,1,2.0,3.0,1.0,37.2,41,26,22,20,41,10,1,5.26,150,11,1,3,2,0,5,1,1,172,674,0.63,0.18,0.11,0.35,0.27,0.1,1.619,0.313,9.8,2.05,669424,2023
Peter Lambert,26,1007,Maj-NL,Colorado,25,11,3.0,7.0,,87.1,93,54,52,28,71,18,5,5.36,341,17,9,0,5,1,4,5,6,375,1450,0.63,0.15,0.1,0.41,0.21,0.06,1.385,0.296,7.3,2.54,663567,2023
Dinelson Lamet,30,1040,"Maj-AL,Maj-NL","Boston,Colorado",17,4,1.0,4.0,,27.2,42,38,36,23,32,7,1,11.71,119,10,2,0,4,2,5,1,1,145,603,0.58,0.14,0.1,0.43,0.26,0.08,2.349,0.427,10.4,1.39,659275,2023
Eric Lauer,28,987,Maj-NL,Milwaukee,10,9,4.0,6.0,,46.2,54,39,34,24,43,16,0,6.56,185,12,0,0,2,2,2,4,3,211,844,0.62,0.15,0.09,0.25,0.3,0.06,1.671,0.297,8.3,1.79,641778,2023
Derek Law,32,994,Maj-NL,Cincinnati,54,3,4.0,6.0,2.0,55.0,50,24,22,26,45,6,3,3.6,209,6,1,0,7,0,5,1,0,240,960,0.62,0.14,0.11,0.42,0.26,0.07,1.382,0.278,7.4,1.73,571882,2023
Dylan Lee,28,1006,Maj-NL,Atlanta,24,1,1.0,,,23.2,24,14,11,8,24,4,0,4.18,91,3,0,0,1,0,3,0,0,101,392,0.7,0.16,0.15,0.41,0.28,0.06,1.352,0.317,9.1,3.0,669276,2023
Matthew Liberatore,23,987,Maj-NL,St. Louis,22,11,3.0,6.0,,61.2,66,42,36,25,46,5,5,5.25,241,22,2,1,4,4,6,1,1,275,1059,0.61,0.16,0.08,0.44,0.25,0.07,1.476,0.314,6.7,1.84,669461,2023
Zack Littell,27,983,Maj-AL,"Boston,Tampa Bay",29,14,3.0,6.0,,92.0,94,43,41,12,78,13,5,4.01,366,20,1,1,4,2,1,0,0,386,1368,0.69,0.16,0.11,0.42,0.24,0.07,1.152,0.292,7.6,6.5,641793,2023
Ben Lively,31,987,Maj-NL,Cincinnati,19,12,4.0,7.0,,88.2,96,53,53,25,79,20,3,5.38,355,14,2,0,6,0,7,0,0,383,1383,0.64,0.19,0.08,0.39,0.29,0.06,1.365,0.297,8.0,3.16,594902,2023
Nick Lodolo,25,1134,Maj-NL,Cincinnati,7,7,2.0,1.0,,34.1,50,24,24,10,47,10,7,6.29,147,7,1,1,4,1,1,2,1,166,647,0.65,0.18,0.13,0.47,0.24,0.03,1.748,0.44,12.3,4.7,666157,2023
Sam Long,27,1012,Maj-AL,Oakland,40,1,,1.0,2.0,45.0,49,29,28,21,32,5,1,5.6,174,12,0,3,5,2,0,2,2,199,776,0.64,0.16,0.08,0.43,0.22,0.08,1.556,0.317,6.4,1.52,669674,2023
Jacob Lopez,25,986,Maj-AL,Tampa Bay,4,1,1.0,,1.0,12.1,14,7,6,2,8,0,2,4.38,50,4,1,0,1,0,0,0,0,54,193,0.65,0.15,0.11,0.36,0.4,0.02,1.297,0.333,5.8,4.0,682052,2023
Pablo Lopez,27,979,Maj-AL,Minnesota,34,34,13.0,8.0,,206.2,187,82,80,51,244,24,10,3.48,786,27,5,1,11,4,8,3,2,853,3224,0.67,0.16,0.14,0.44,0.22,0.07,1.152,0.312,10.6,4.78,641154,2023
Michael Lorenzen,31,964,"Maj-AL,Maj-NL","Detroit,Philadelphia",31,25,9.0,9.0,1.0,155.2,140,76,71,49,112,20,2,4.1,576,26,1,0,20,4,3,3,2,635,2405,0.66,0.16,0.09,0.42,0.23,0.05,1.214,0.268,6.5,2.29,547179,2023
Joey Lucchesi,30,990,Maj-NL,New York,9,9,4.0,,,46.2,44,17,15,17,32,4,2,2.89,175,13,0,0,7,0,3,0,0,195,696,0.62,0.18,0.07,0.48,0.22,0.08,1.307,0.288,6.2,1.88,664192,2023
Seth Lugo,33,991,Maj-NL,San Diego,26,26,8.0,7.0,,146.1,140,62,58,36,140,19,3,3.57,563,29,3,0,12,2,6,1,1,604,2378,0.65,0.19,0.09,0.45,0.26,0.04,1.203,0.298,8.6,3.89,607625,2023
Jesus Luzardo,25,984,Maj-NL,Miami,33,33,10.0,11.0,,182.2,170,82,74,55,213,22,6,3.65,696,46,3,1,18,2,11,4,5,760,3079,0.64,0.16,0.14,0.41,0.22,0.09,1.232,0.32,10.5,3.87,666200,2023
Jordan Lyles,32,988,Maj-AL,Kansas City,31,31,6.0,17.0,,177.2,176,130,124,45,120,39,6,6.28,689,48,2,0,13,5,9,2,1,748,2818,0.63,0.15,0.09,0.34,0.23,0.1,1.244,0.256,6.1,2.67,543475,2023
Daniel Lynch IV,26,1061,Maj-AL,Kansas City,9,9,3.0,4.0,,52.1,50,29,27,16,34,9,1,4.64,204,8,1,0,1,2,9,1,1,223,808,0.63,0.14,0.11,0.4,0.17,0.11,1.261,0.252,5.8,2.13,663738,2023
Lance Lynn,36,976,"Maj-AL,Maj-NL","Chicago,Los Angeles",33,33,13.0,12.0,,186.1,195,131,121,67,192,48,9,5.84,743,26,3,1,13,2,7,3,0,822,3217,0.64,0.14,0.13,0.36,0.24,0.09,1.406,0.291,9.3,2.87,458681,2023
Kenta Maeda,35,977,Maj-AL,Minnesota,23,20,6.0,8.0,,108.1,100,53,52,31,121,17,3,4.32,411,22,1,0,10,3,13,1,1,448,1769,0.64,0.16,0.13,0.34,0.27,0.06,1.209,0.301,10.1,3.9,628317,2023
Tyler Mahle,28,1143,Maj-AL,Minnesota,5,5,1.0,2.0,,25.2,22,11,9,5,28,5,0,3.16,97,4,0,0,2,0,2,1,0,102,422,0.64,0.18,0.1,0.38,0.26,0.12,1.052,0.266,9.8,5.6,641816,2023
Sean Manaea,31,990,Maj-NL,San Francisco,37,10,7.0,6.0,1.0,117.2,104,68,58,42,128,14,8,4.44,444,19,5,0,12,5,8,2,1,499,2052,0.66,0.16,0.11,0.42,0.26,0.07,1.241,0.293,9.8,3.05,640455,2023
Matt Manning,25,1011,Maj-AL,Detroit,15,15,5.0,4.0,,78.0,60,37,31,21,50,11,5,3.58,283,9,2,0,4,5,0,2,4,316,1179,0.66,0.19,0.08,0.38,0.21,0.1,1.038,0.216,5.8,2.38,666159,2023
Alek Manoah,25,1038,Maj-AL,Toronto,19,19,3.0,9.0,,87.1,93,61,57,59,79,15,9,5.87,346,17,2,1,7,1,15,2,2,415,1689,0.61,0.15,0.09,0.39,0.24,0.08,1.74,0.308,8.1,1.34,666201,2023
Joe Mantiply,32,956,Maj-NL,Arizona,44,5,4.0,3.0,,46.2,41,27,24,13,34,4,0,4.63,177,13,2,2,4,0,4,1,1,190,692,0.67,0.16,0.11,0.54,0.18,0.03,1.157,0.266,6.6,2.62,573009,2023
German Marquez,28,1144,Maj-NL,Colorado,4,4,2.0,2.0,,20.0,19,11,11,3,17,4,0,4.95,74,6,1,0,3,1,0,2,0,80,301,0.64,0.14,0.11,0.52,0.26,0.03,1.1,0.278,7.7,5.67,608566,2023
Alec Marsh,25,987,Maj-AL,Kansas City,17,8,3.0,9.0,,74.1,77,50,47,39,85,16,9,5.69,290,17,5,0,5,1,11,1,3,342,1342,0.62,0.16,0.12,0.36,0.27,0.04,1.561,0.321,10.3,2.18,679525,2023
Adrian Martinez,26,988,Maj-AL,Oakland,22,1,,2.0,,55.0,59,31,29,19,47,8,5,4.75,212,8,2,0,3,5,9,3,0,241,943,0.6,0.15,0.1,0.38,0.31,0.06,1.418,0.315,7.7,2.47,661309,2023
Nick Martinez,32,988,Maj-NL,San Diego,63,9,6.0,4.0,1.0,110.1,99,45,42,40,106,12,3,3.43,413,11,0,1,8,1,12,1,1,461,1751,0.65,0.18,0.13,0.54,0.2,0.05,1.26,0.294,8.6,2.65,607259,2023
Steven Matz,32,1036,Maj-NL,St. Louis,25,17,4.0,7.0,,105.0,108,48,45,32,98,11,3,3.86,410,23,1,0,8,2,13,1,1,449,1866,0.65,0.17,0.11,0.46,0.24,0.06,1.333,0.32,8.4,3.06,571927,2023
