Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,k_bb_ratio,mlbID,season
Jeffrey Springs,30,1157,Maj-AL,Tampa Bay,3,3,2.0,,,16.0,4,1,1,4,24,1,0,0.56,50,0,0,0,1,0,0,0,0,55,207,0.7,0.27,0.15,0.5,0.15,0.19,0.5,0.12,13.5,6.0,605488,2023
Josh Staumont,29,1104,Maj-AL,Kansas City,21,1,,,,20.0,16,12,12,13,24,1,2,5.4,73,2,0,0,3,0,2,0,0,89,360,0.6,0.13,0.12,0.51,0.14,0.1,1.45,0.313,10.8,1.85,622251,2023
Justin Steele,27,991,Maj-NL,Chicago,30,30,16.0,5.0,,173.1,167,71,59,36,176,14,7,3.06,666,34,2,0,14,2,8,4,1,716,2681,0.68,0.15,0.12,0.5,0.24,0.06,1.171,0.32,9.1,4.89,657006,2023
Gavin Stone,24,995,Maj-NL,Los Angeles,8,4,1.0,1.0,1.0,31.0,46,32,31,13,22,8,2,9.0,136,10,1,0,2,1,1,0,0,152,547,0.64,0.13,0.14,0.47,0.27,0.04,1.903,0.355,6.4,1.69,694813,2023
Levi Stoudt,25,1056,Maj-NL,Cincinnati,4,2,,1.0,,10.1,16,11,11,8,9,1,0,9.58,46,2,2,0,1,1,3,0,0,55,224,0.6,0.18,0.08,0.45,0.29,0.08,2.323,0.405,7.8,1.13,686651,2023
Matt Strahm,31,963,Maj-NL,Philadelphia,63,10,9.0,5.0,3.0,93.0,71,34,32,23,113,11,3,3.1,338,17,1,0,4,6,6,0,0,371,1460,0.67,0.17,0.13,0.34,0.26,0.11,1.011,0.273,10.9,4.91,621381,2023
Spencer Strider,24,975,Maj-NL,Atlanta,34,34,20.0,7.0,,199.1,158,90,84,63,296,26,10,3.79,742,31,3,2,8,0,21,3,2,815,3290,0.68,0.15,0.19,0.36,0.25,0.07,1.109,0.314,13.4,4.7,675911,2023
Ross Stripling,33,986,Maj-NL,San Francisco,22,11,,5.0,,89.0,104,54,53,16,70,20,2,5.36,362,14,1,0,5,1,6,3,0,381,1453,0.66,0.18,0.1,0.44,0.28,0.04,1.348,0.308,7.1,4.38,548389,2023
Marcus Stroman,32,989,Maj-NL,Chicago,27,25,10.0,9.0,,136.2,120,68,60,52,119,9,3,3.95,519,27,0,0,16,1,17,1,1,575,2205,0.62,0.17,0.09,0.57,0.24,0.02,1.259,0.283,7.8,2.29,573186,2023
Jose Suarez,25,986,Maj-AL,Los Angeles,11,7,1.0,3.0,,33.2,46,32,31,20,28,10,1,8.29,142,8,0,1,2,1,0,1,1,165,618,0.62,0.14,0.13,0.33,0.2,0.15,1.96,0.343,7.5,1.4,660761,2023
Ranger Suarez,27,963,Maj-NL,Philadelphia,26,26,5.0,7.0,,143.2,142,63,62,50,138,14,2,3.88,551,28,3,0,15,4,9,3,0,611,2289,0.63,0.18,0.1,0.49,0.25,0.05,1.336,0.318,8.6,2.76,624133,2023
Brent Suter,33,986,Maj-NL,Colorado,57,2,4.0,3.0,,69.1,65,36,26,25,55,3,3,3.38,261,11,2,0,4,2,3,3,4,292,1129,0.62,0.18,0.09,0.47,0.2,0.1,1.298,0.302,7.1,2.2,608718,2023
Noah Syndergaard,30,1021,"Maj-AL,Maj-NL","Cleveland,Los Angeles",18,18,2.0,6.0,,88.2,104,65,64,19,56,22,10,6.5,358,17,3,0,7,4,34,1,0,391,1409,0.66,0.17,0.08,0.38,0.28,0.06,1.387,0.289,5.7,2.95,592789,2023
Jameson Taillon,31,987,Maj-NL,Chicago,30,29,8.0,10.0,1.0,154.1,156,96,83,41,140,27,5,4.84,604,28,1,0,10,5,13,3,0,655,2534,0.66,0.17,0.1,0.38,0.24,0.1,1.276,0.292,8.2,3.41,592791,2023
Freddy Tarnok,24,1039,Maj-AL,Oakland,5,1,1.0,1.0,,14.2,11,8,8,11,14,4,0,4.91,54,4,0,0,1,0,1,0,0,65,287,0.58,0.13,0.09,0.25,0.23,0.08,1.5,0.194,8.6,1.27,676206,2023
Josh Taylor,30,1113,Maj-AL,Kansas City,17,1,1.0,3.0,,17.2,22,17,16,9,26,4,0,8.15,72,5,0,1,1,2,2,0,0,83,341,0.64,0.17,0.14,0.46,0.19,0.08,1.755,0.409,13.2,2.89,657031,2023
Julio Teheran,32,989,Maj-NL,Milwaukee,14,11,3.0,5.0,,71.2,68,36,35,13,50,13,4,4.4,268,14,2,0,6,2,9,3,3,288,1081,0.66,0.18,0.09,0.41,0.25,0.07,1.13,0.266,6.3,3.85,527054,2023
Zack Thompson,25,990,Maj-NL,St. Louis,25,9,5.0,7.0,,66.1,69,35,33,25,72,8,2,4.48,256,15,0,0,6,3,2,3,1,287,1169,0.63,0.2,0.1,0.46,0.26,0.06,1.417,0.341,9.8,2.88,668868,2023
Trent Thornton,29,986,Maj-AL,"Seattle,Toronto",27,1,1.0,2.0,,31.1,30,12,7,6,26,5,0,2.01,119,7,0,0,4,0,3,1,1,125,458,0.67,0.19,0.1,0.4,0.22,0.09,1.149,0.284,7.5,4.33,663423,2023
Touki Toussaint,27,989,Maj-AL,"Chicago,Cleveland",20,16,4.0,7.0,,87.0,69,48,48,57,85,10,7,4.97,310,9,1,0,8,7,9,2,1,384,1595,0.59,0.18,0.09,0.5,0.25,0.03,1.448,0.266,8.8,1.49,657053,2023
Spencer Turnbull,30,1134,Maj-AL,Detroit,7,7,1.0,4.0,,31.0,37,26,25,15,24,5,3,7.26,127,10,0,0,4,0,3,0,2,145,556,0.63,0.18,0.09,0.48,0.21,0.06,1.677,0.327,7.0,1.6,605513,2023
Jose Urena,31,986,"Maj-AL,Maj-NL","Chicago,Colorado",10,10,,7.0,,44.2,50,37,32,22,29,13,1,6.45,176,8,4,0,5,3,5,4,0,203,771,0.62,0.15,0.09,0.48,0.19,0.03,1.612,0.27,5.8,1.32,570632,2023
Julio Urias,26,1016,Maj-NL,Los Angeles,21,21,11.0,8.0,,117.1,112,61,60,24,117,24,6,4.6,444,28,1,0,11,6,11,6,3,482,1853,0.69,0.19,0.1,0.38,0.22,0.11,1.159,0.285,9.0,4.88,628711,2023
Jose Urquidy,28,964,Maj-AL,Houston,19,12,4.0,3.0,1.0,73.0,75,43,43,27,53,16,2,5.3,285,14,1,0,3,2,13,2,0,316,1252,0.64,0.13,0.12,0.34,0.23,0.13,1.397,0.271,6.5,1.96,664353,2023
Framber Valdez,29,965,Maj-AL,Houston,34,34,12.0,14.0,,210.0,185,99,88,63,217,23,11,3.77,781,38,3,0,24,8,19,1,1,869,3191,0.64,0.16,0.12,0.55,0.23,0.03,1.181,0.295,9.3,3.44,664285,2023
Louis Varland,25,983,Maj-AL,Minnesota,19,10,4.0,3.0,,68.2,68,35,35,17,72,16,1,4.59,266,7,4,0,3,1,1,1,0,287,1110,0.69,0.15,0.12,0.45,0.2,0.04,1.238,0.291,9.4,4.24,686973,2023
Randy Vasquez,24,988,Maj-AL,New York,11,5,2.0,2.0,,37.2,30,12,12,18,33,5,4,2.87,142,7,0,0,0,1,2,0,0,166,669,0.64,0.18,0.07,0.37,0.28,0.08,1.274,0.238,7.9,1.83,681190,2023
Vince Velasquez,31,1113,Maj-NL,Pittsburgh,8,8,4.0,4.0,,37.1,35,16,16,14,37,4,1,3.86,146,9,0,0,2,0,5,0,0,162,650,0.64,0.17,0.12,0.32,0.27,0.09,1.313,0.295,8.9,2.64,592826,2023
Justin Verlander,40,967,"Maj-AL,Maj-NL","Houston,New York",30,30,14.0,9.0,,180.2,155,69,64,51,158,21,6,3.19,683,33,2,0,11,4,11,2,1,744,2879,0.65,0.16,0.1,0.35,0.23,0.13,1.14,0.264,7.9,3.1,434378,2023
Alex Vesia,27,976,Maj-NL,Los Angeles,58,1,2.0,5.0,1.0,51.2,53,28,25,17,66,8,2,4.35,205,7,1,3,1,0,6,1,0,224,886,0.65,0.14,0.14,0.29,0.23,0.13,1.355,0.344,11.5,3.88,681911,2023
Will Vest,28,986,Maj-AL,Detroit,48,4,2.0,1.0,2.0,48.1,40,18,16,13,56,3,0,2.98,185,9,1,1,4,0,1,0,0,199,780,0.68,0.21,0.11,0.44,0.26,0.05,1.097,0.294,10.4,4.31,676684,2023
Darius Vines,25,990,Maj-NL,Atlanta,5,2,1.0,,,20.1,15,10,9,7,14,3,1,3.98,74,3,2,0,1,2,2,1,0,84,308,0.63,0.15,0.11,0.4,0.18,0.1,1.082,0.203,6.2,2.0,670241,2023
Michael Wacha,31,987,Maj-NL,San Diego,24,24,14.0,4.0,,134.1,113,49,48,43,124,15,3,3.22,505,32,1,0,5,2,4,3,0,553,2222,0.65,0.17,0.11,0.35,0.25,0.09,1.161,0.266,8.3,2.88,608379,2023
Adam Wainwright,41,999,Maj-NL,St. Louis,21,21,5.0,11.0,,101.0,151,89,83,41,55,20,1,7.4,438,36,2,0,13,2,4,0,0,484,1788,0.61,0.2,0.05,0.41,0.27,0.04,1.901,0.359,4.9,1.34,425794,2023
Ken Waldichuk,25,988,Maj-AL,Oakland,35,22,4.0,9.0,1.0,141.0,149,93,84,71,132,24,9,5.36,550,39,2,1,13,6,7,6,4,639,2551,0.62,0.14,0.11,0.41,0.23,0.08,1.56,0.313,8.4,1.86,686610,2023
Matt Waldron,26,990,Maj-NL,San Diego,8,6,1.0,3.0,,41.1,39,20,20,12,31,9,0,4.35,160,7,2,0,2,1,8,0,1,173,673,0.65,0.17,0.08,0.4,0.22,0.11,1.234,0.248,6.8,2.58,663362,2023
Ryan Walker,27,987,Maj-NL,San Francisco,49,13,5.0,3.0,1.0,61.1,61,25,22,24,78,8,2,3.23,233,13,0,0,3,2,5,5,3,263,1079,0.65,0.2,0.13,0.44,0.23,0.06,1.386,0.356,11.4,3.25,676254,2023
Taijuan Walker,30,987,Maj-NL,Philadelphia,31,31,15.0,6.0,,172.2,155,87,84,71,138,20,8,4.38,650,35,4,1,8,3,12,7,6,733,2838,0.61,0.17,0.08,0.45,0.23,0.06,1.309,0.273,7.2,1.94,592836,2023
Andrew Wantz,27,987,Maj-AL,Los Angeles,27,3,2.0,,,39.1,28,18,17,15,33,4,1,3.89,142,4,3,1,3,2,1,0,0,160,659,0.63,0.14,0.12,0.31,0.21,0.15,1.093,0.224,7.6,2.2,681806,2023
Spenser Watkins,30,1033,Maj-AL,Oakland,1,1,,1.0,,4.1,7,5,5,2,4,2,0,10.38,19,3,0,0,0,0,0,0,0,21,90,0.64,0.16,0.07,0.33,0.27,0.0,2.077,0.385,8.3,2.0,657093,2023
Ryan Weathers,23,986,Maj-NL,"Miami,San Diego",15,12,1.0,8.0,,57.2,68,44,42,29,43,12,1,6.55,223,15,1,0,6,3,2,5,6,257,1073,0.6,0.16,0.09,0.38,0.23,0.09,1.682,0.327,6.7,1.48,677960,2023
Luke Weaver,29,989,"Maj-AL,Maj-NL","Cincinnati,New York,Seattle",29,25,3.0,6.0,,123.2,155,90,88,40,109,29,4,6.4,515,40,3,0,6,4,3,2,0,563,2258,0.63,0.16,0.09,0.36,0.29,0.07,1.577,0.331,7.9,2.73,596133,2023
Logan Webb,26,992,Maj-NL,San Francisco,33,33,11.0,13.0,,216.0,201,83,78,31,194,20,5,3.25,811,34,4,0,30,0,20,4,0,850,3184,0.68,0.2,0.09,0.63,0.21,0.02,1.074,0.303,8.1,6.26,657277,2023
Tyler Wells,28,977,Maj-AL,Baltimore,28,20,7.0,6.0,1.0,122.0,84,50,48,34,120,25,4,3.54,440,15,2,0,7,3,2,1,3,481,1949,0.64,0.17,0.11,0.33,0.2,0.12,0.967,0.198,8.9,3.53,669330,2023
Joey Wentz,25,988,Maj-AL,Detroit,25,19,3.0,13.0,,105.2,131,87,81,47,98,25,0,6.9,444,26,2,0,5,1,12,1,0,492,1930,0.64,0.16,0.11,0.37,0.24,0.1,1.685,0.329,8.3,2.09,666214,2023
Hayden Wesneski,25,987,Maj-NL,Chicago,34,11,3.0,5.0,,89.1,82,50,46,32,83,20,3,4.63,339,12,1,1,8,2,2,2,0,379,1481,0.63,0.18,0.09,0.41,0.26,0.06,1.276,0.261,8.4,2.59,669713,2023
Zack Wheeler,33,963,Maj-NL,Philadelphia,37,36,16.0,6.0,,219.2,185,89,83,42,247,23,9,3.4,834,37,2,0,7,5,4,4,0,890,3555,0.66,0.14,0.14,0.42,0.23,0.1,1.033,0.285,10.1,5.88,554430,2023
Brendan White,24,1009,Maj-AL,Detroit,33,2,2.0,3.0,,40.2,40,25,23,15,44,4,5,5.09,155,8,0,0,3,1,8,1,1,177,670,0.66,0.18,0.13,0.51,0.26,0.02,1.352,0.333,9.7,2.93,686839,2023
Garrett Whitlock,27,988,Maj-AL,Boston,22,10,5.0,5.0,1.0,71.2,82,43,41,13,72,13,3,5.15,285,18,2,0,5,2,7,5,1,304,1195,0.68,0.17,0.13,0.44,0.25,0.06,1.326,0.342,9.0,5.54,676477,2023
Jordan Wicks,23,987,Maj-NL,Chicago,7,7,4.0,1.0,,34.2,33,17,17,11,24,5,0,4.41,131,9,0,0,2,2,2,1,0,147,583,0.62,0.15,0.1,0.5,0.25,0.04,1.269,0.269,6.2,2.18,696136,2023
Gavin Williams,23,1000,Maj-AL,Cleveland,16,16,3.0,5.0,,82.0,66,32,30,37,81,8,4,3.29,302,17,2,1,3,2,6,2,1,345,1386,0.63,0.16,0.12,0.39,0.29,0.06,1.256,0.27,8.9,2.19,668909,2023
Trevor Williams,31,988,Maj-NL,Washington,30,30,6.0,10.0,,144.1,178,97,89,53,111,34,5,5.55,593,32,2,1,8,7,9,1,0,659,2625,0.61,0.14,0.08,0.4,0.24,0.08,1.6,0.316,6.9,2.09,592866,2023
Brandon Williamson,25,988,Maj-NL,Cincinnati,23,23,5.0,5.0,,117.0,111,63,58,39,98,18,2,4.46,447,26,1,0,14,1,1,3,3,491,1937,0.64,0.17,0.09,0.38,0.26,0.08,1.282,0.28,7.5,2.51,682227,2023
Allan Winans,27,988,Maj-NL,Atlanta,6,6,1.0,2.0,,32.1,37,19,19,8,34,5,2,5.29,129,8,1,1,1,2,1,1,0,141,534,0.68,0.21,0.11,0.45,0.21,0.07,1.392,0.348,9.5,4.25,642216,2023
Josh Winckowski,25,987,Maj-AL,Boston,60,1,4.0,4.0,3.0,84.1,89,34,27,31,82,9,3,2.88,333,15,0,2,11,0,2,1,1,367,1387,0.66,0.16,0.12,0.51,0.24,0.07,1.423,0.331,8.8,2.65,670174,2023
Keaton Winn,25,988,Maj-NL,San Francisco,9,5,1.0,3.0,1.0,42.1,36,22,22,8,35,6,5,4.68,156,7,2,0,2,1,3,2,0,172,594,0.68,0.15,0.14,0.59,0.16,0.03,1.039,0.259,7.4,4.38,676775,2023
Jackson Wolf,24,1057,Maj-NL,San Diego,1,1,1.0,,,5.0,6,3,3,1,1,0,0,5.4,21,1,0,0,0,0,0,0,0,22,75,0.6,0.13,0.03,0.6,0.15,0.0,1.4,0.3,1.8,1.0,680232,2023
Bryan Woo,23,988,Maj-AL,Seattle,18,18,4.0,5.0,,87.2,75,44,41,31,93,13,7,4.21,331,12,2,1,6,1,8,0,0,371,1449,0.66,0.15,0.13,0.41,0.22,0.08,1.209,0.274,9.5,3.0,693433,2023
Alex Wood,32,991,Maj-NL,San Francisco,29,12,5.0,5.0,,97.2,98,52,47,42,74,9,8,4.33,373,24,4,0,10,4,4,1,1,429,1710,0.64,0.18,0.09,0.46,0.22,0.05,1.433,0.303,6.8,1.76,622072,2023
Jake Woodford,26,988,Maj-NL,St. Louis,15,8,2.0,3.0,,47.2,61,34,33,22,29,11,3,6.23,194,13,2,0,4,3,2,1,0,222,909,0.61,0.19,0.06,0.51,0.26,0.04,1.741,0.318,5.5,1.32,663765,2023
Brandon Woodruff,30,994,Maj-NL,Milwaukee,11,11,5.0,1.0,,67.0,40,17,17,15,74,9,3,2.28,233,8,0,0,3,2,4,2,0,253,1043,0.67,0.17,0.13,0.37,0.24,0.09,0.821,0.204,9.9,4.93,605540,2023
Kyle Wright,27,989,Maj-NL,Atlanta,9,7,1.0,3.0,,31.0,40,26,24,17,34,5,4,6.97,132,7,1,0,3,1,2,0,0,155,576,0.64,0.16,0.1,0.61,0.24,0.01,1.839,0.372,9.9,2.0,657140,2023
Ryan Yarbrough,31,989,"Maj-AL,Maj-NL","Kansas City,Los Angeles",25,9,8.0,7.0,2.0,89.2,96,45,45,14,67,13,8,4.52,354,14,0,0,6,1,8,5,2,377,1427,0.68,0.16,0.11,0.4,0.23,0.1,1.227,0.302,6.7,4.79,642232,2023
Rob Zastryzny,31,1014,Maj-NL,Pittsburgh,21,1,1.0,,,20.2,24,15,11,13,15,1,0,4.79,82,6,0,1,2,0,1,1,0,97,389,0.65,0.17,0.11,0.41,0.25,0.19,1.79,0.348,6.5,1.15,642239,2023
Angel Zerpa,23,987,Maj-AL,Kansas City,15,3,3.0,3.0,,42.2,46,24,23,8,36,7,4,4.85,169,11,0,0,5,1,1,1,3,182,707,0.64,0.14,0.09,0.51,0.22,0.07,1.266,0.307,7.6,4.5,672582,2023
