Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,k_bb_ratio,mlbID,season
Griffin Jax,31,0,Maj-AL,Tampa Bay,20,9,1.0,5.0,,44.0,42,25,18,18,41,7,0,3.68,161,3,0,1,6,2,7,3,1,184,685,0.64,0.15,0.13,0.5,0.22,0.06,1.364,0.304,8.4,2.28,643377,2026
Ryan Johnson,23,25,Maj-AL,Los Angeles,4,1,,1.0,,8.1,15,14,14,7,5,3,0,15.12,39,3,0,0,0,1,0,0,0,47,169,0.63,0.09,0.11,0.31,0.26,0.11,2.64,0.375,5.4,0.71,696270,2026
Jared Jones,24,3,Maj-NL,Pittsburgh,3,3,1.0,,,13.1,14,7,7,5,14,2,0,4.73,53,4,0,0,2,0,0,0,0,58,226,0.63,0.15,0.15,0.41,0.18,0.05,1.425,0.324,9.5,2.8,683003,2026
Gage Jump,23,1,Maj-AL,Athletics,4,4,2.0,1.0,,23.1,20,8,8,6,19,0,2,3.09,84,2,0,0,3,2,2,2,0,94,344,0.68,0.15,0.12,0.43,0.27,0.07,1.114,0.299,7.3,3.17,695611,2026
Jakob Junis,33,3,Maj-AL,Texas,24,1,1.0,1.0,4.0,28.2,16,5,5,5,20,0,3,1.57,100,5,0,1,1,0,1,1,0,108,381,0.69,0.21,0.08,0.44,0.24,0.08,0.733,0.2,6.3,4.0,596001,2026
Janson Junk,30,19,Maj-NL,Miami,11,11,3.0,5.0,,60.0,65,34,32,13,43,8,1,4.8,238,12,2,0,6,2,5,2,0,255,956,0.66,0.17,0.07,0.45,0.19,0.12,1.3,0.302,6.5,3.31,676083,2026
Anthony Kay,31,1,Maj-AL,Chicago,14,12,6.0,1.0,,66.1,67,34,32,27,53,10,12,4.34,256,10,2,0,4,4,6,2,0,301,1235,0.61,0.16,0.09,0.45,0.25,0.08,1.417,0.289,7.2,1.96,641743,2026
Mitch Keller,30,2,Maj-NL,Pittsburgh,14,14,5.0,4.0,,77.0,74,44,44,27,58,6,6,5.14,294,16,1,0,6,2,8,2,1,329,1239,0.64,0.16,0.09,0.4,0.31,0.08,1.312,0.293,6.8,2.15,656605,2026
Merrill Kelly,37,2,Maj-NL,Arizona,11,11,5.0,5.0,,64.1,66,39,39,27,38,13,2,5.46,249,15,2,2,2,2,4,2,2,282,1016,0.62,0.15,0.1,0.37,0.29,0.05,1.446,0.265,5.3,1.41,518876,2026
Yusei Kikuchi,35,45,Maj-AL,Los Angeles,7,7,,3.0,,31.0,35,20,20,14,33,3,1,5.81,124,11,0,0,0,3,1,1,0,142,567,0.63,0.15,0.1,0.39,0.26,0.11,1.581,0.352,9.6,2.36,579328,2026
John King,31,0,Maj-NL,Miami,31,1,3.0,1.0,1.0,29.0,13,8,8,8,22,3,4,2.48,96,2,0,1,3,1,4,0,0,109,393,0.64,0.2,0.08,0.51,0.2,0.07,0.724,0.139,6.8,2.75,667463,2026
Michael King,31,3,Maj-NL,San Diego,14,14,4.0,5.0,,80.2,61,32,31,32,72,10,5,3.46,286,9,1,0,11,1,5,6,0,326,1288,0.62,0.17,0.11,0.48,0.19,0.09,1.153,0.249,8.0,2.25,650633,2026
George Kirby,28,3,Maj-AL,Seattle,14,14,5.0,6.0,,84.0,89,41,38,21,74,8,2,4.07,326,16,0,0,12,1,11,2,1,350,1299,0.67,0.16,0.1,0.52,0.19,0.06,1.31,0.331,7.9,3.52,669923,2026
George Klassen,24,63,Maj-AL,Los Angeles,2,2,,1.0,,4.2,7,7,6,10,6,1,0,11.57,22,2,0,0,0,0,2,0,0,32,145,0.51,0.1,0.13,0.56,0.25,0.0,3.643,0.4,11.6,0.6,691946,2026
Will Klein,26,2,Maj-NL,Los Angeles,23,1,2.0,2.0,1.0,28.0,26,7,7,10,32,1,1,2.25,107,3,0,2,2,0,1,2,0,118,461,0.66,0.21,0.09,0.49,0.28,0.09,1.286,0.338,10.3,3.2,694361,2026
Jack Kochanowicz,25,7,Maj-AL,Los Angeles,13,13,2.0,5.0,,64.0,65,47,44,36,47,7,5,6.19,251,6,2,1,5,4,1,0,0,296,1106,0.61,0.16,0.1,0.57,0.19,0.04,1.578,0.289,6.6,1.31,686799,2026
Stephen Kolek,29,4,Maj-AL,Kansas City,7,7,3.0,1.0,,43.0,37,18,15,9,30,5,1,3.14,162,7,0,0,4,0,3,0,1,172,640,0.64,0.17,0.09,0.48,0.23,0.06,1.07,0.252,6.3,3.33,663568,2026
Dean Kremer,30,56,Maj-AL,Baltimore,2,2,,1.0,,11.0,8,7,5,2,16,4,0,4.09,41,1,0,0,1,0,1,0,0,43,175,0.65,0.18,0.14,0.36,0.16,0.04,0.909,0.19,13.1,8.0,665152,2026
Peter Lambert,29,3,Maj-AL,Houston,10,10,5.0,4.0,,57.0,44,22,22,25,53,5,4,3.47,208,8,0,0,6,1,3,1,0,238,949,0.63,0.14,0.1,0.43,0.2,0.06,1.211,0.258,8.4,2.12,663567,2026
Jacob Latz,30,2,Maj-AL,Texas,25,1,2.0,1.0,10.0,32.0,13,6,6,7,33,2,0,1.69,108,5,0,0,1,1,1,0,0,116,485,0.66,0.17,0.13,0.42,0.14,0.12,0.625,0.149,9.3,4.71,656641,2026
Eric Lauer,31,4,"Maj-AL,Maj-NL","Los Angeles,Toronto",11,9,2.0,5.0,,52.2,50,32,32,18,36,15,0,5.47,203,5,1,0,0,2,2,1,0,224,857,0.66,0.15,0.08,0.28,0.22,0.08,1.291,0.227,6.2,2.0,641778,2026
Kyle Leahy,29,1,Maj-NL,St. Louis,13,13,5.0,3.0,,64.0,77,33,33,25,52,9,4,4.64,260,15,1,0,6,0,5,2,0,291,1101,0.62,0.17,0.09,0.44,0.29,0.03,1.594,0.342,7.3,2.08,681517,2026
Jordan Leasure,27,16,Maj-AL,Chicago,18,1,2.0,1.0,,18.2,15,14,13,8,18,6,0,6.27,69,2,0,1,0,1,2,0,0,78,313,0.63,0.11,0.13,0.23,0.17,0.1,1.232,0.196,8.7,2.25,673929,2026
Jack Leiter,26,1,Maj-AL,Texas,14,14,3.0,6.0,,76.0,74,44,42,33,79,12,4,4.97,296,12,2,0,4,2,7,1,1,335,1321,0.63,0.16,0.11,0.37,0.24,0.07,1.408,0.3,9.4,2.39,683004,2026
Matthew Liberatore,26,0,Maj-NL,St. Louis,14,14,3.0,3.0,,70.2,79,39,37,27,65,14,0,4.71,275,8,1,0,6,4,11,4,3,307,1180,0.63,0.16,0.1,0.4,0.26,0.05,1.5,0.325,8.3,2.41,669461,2026
Zack Littell,30,1,Maj-NL,Washington,14,10,6.0,5.0,,66.0,68,46,39,21,39,16,2,5.32,259,10,1,0,2,5,5,3,1,288,1040,0.64,0.15,0.07,0.35,0.21,0.08,1.348,0.249,5.3,1.86,641793,2026
Nick Lodolo,28,1,Maj-NL,Cincinnati,7,7,2.0,1.0,,38.0,40,22,22,15,30,8,8,5.21,142,7,1,0,4,5,7,2,0,171,651,0.65,0.16,0.1,0.41,0.25,0.05,1.447,0.294,7.1,2.0,666157,2026
Jacob Lopez,28,13,Maj-AL,Athletics,12,10,4.0,3.0,,50.2,60,39,38,33,38,11,0,6.75,204,10,0,0,0,4,7,2,1,243,978,0.6,0.16,0.08,0.33,0.2,0.16,1.836,0.308,6.8,1.15,682052,2026
Reynaldo Lopez,32,6,Maj-NL,Atlanta,15,5,3.0,1.0,,37.2,37,20,17,18,34,6,1,4.06,146,8,0,0,1,1,8,2,0,166,650,0.62,0.18,0.08,0.35,0.3,0.07,1.46,0.29,8.1,1.89,625643,2026
Michael Lorenzen,34,3,Maj-NL,Colorado,15,14,2.0,8.0,,65.2,101,61,55,24,55,11,3,7.54,289,21,2,0,6,3,2,1,0,320,1221,0.62,0.18,0.09,0.45,0.27,0.04,1.904,0.398,7.5,2.29,547179,2026
Richard Lovelady,30,0,Maj-NL,"New York,Washington",28,5,2.0,3.0,4.0,28.0,31,11,9,20,24,3,2,2.89,109,6,0,4,3,0,1,0,1,134,492,0.63,0.19,0.09,0.47,0.27,0.06,1.821,0.341,7.7,1.2,663992,2026
Rhett Lowder,24,0,Maj-NL,Cincinnati,10,10,3.0,3.0,,47.0,42,25,24,25,37,3,2,4.6,180,10,1,0,4,0,3,0,0,207,816,0.6,0.19,0.08,0.45,0.24,0.07,1.426,0.279,7.1,1.48,695076,2026
Seth Lugo,36,3,Maj-AL,Kansas City,14,14,2.0,4.0,,79.1,82,37,34,25,66,7,1,3.86,304,20,3,0,8,2,2,2,2,334,1257,0.65,0.17,0.08,0.38,0.26,0.05,1.349,0.322,7.5,2.64,607625,2026
Jesus Luzardo,28,3,Maj-NL,Philadelphia,14,14,5.0,4.0,,78.2,80,40,38,25,88,8,5,4.35,302,15,1,0,5,3,5,4,1,336,1339,0.64,0.17,0.14,0.5,0.24,0.06,1.335,0.344,10.1,3.52,666200,2026
Adam Macko,25,5,Maj-AL,Toronto,12,1,2.0,,,12.0,11,2,2,2,12,1,1,1.5,45,1,0,0,1,0,0,1,0,48,211,0.65,0.18,0.12,0.3,0.27,0.09,1.083,0.313,9.0,6.0,671936,2026
Ty Madden,26,1,Maj-AL,Detroit,7,1,,,,20.0,16,7,7,5,23,2,1,3.15,76,2,0,0,0,0,1,1,1,82,312,0.62,0.14,0.13,0.45,0.21,0.11,1.05,0.275,10.4,4.6,680744,2026
Tyler Mahle,31,18,Maj-NL,San Francisco,11,11,1.0,7.0,,56.2,63,38,38,24,57,11,0,6.04,220,9,1,0,4,3,1,1,1,249,967,0.63,0.19,0.08,0.45,0.21,0.05,1.535,0.335,9.1,2.38,641816,2026
Sean Manaea,34,0,Maj-NL,New York,15,1,1.0,2.0,,49.0,49,27,26,17,51,6,4,4.78,189,10,2,0,3,2,4,1,1,214,860,0.65,0.17,0.1,0.38,0.27,0.09,1.347,0.321,9.4,3.0,640455,2026
German Marquez,31,43,Maj-NL,San Diego,6,6,3.0,2.0,,29.2,31,19,19,12,19,8,1,5.76,114,5,0,0,0,1,2,3,0,128,501,0.62,0.15,0.08,0.33,0.21,0.09,1.449,0.261,5.8,1.58,608566,2026
Davis Martin,29,3,Maj-AL,Chicago,13,13,9.0,2.0,,78.1,69,21,21,17,79,3,4,2.41,291,19,0,0,8,1,5,2,1,313,1198,0.66,0.16,0.13,0.44,0.31,0.06,1.098,0.314,9.1,4.65,663436,2026
Riley Martin,28,51,Maj-NL,Chicago,8,1,,,,8.1,5,2,2,2,10,1,0,2.16,28,0,0,0,1,0,0,0,0,31,115,0.7,0.2,0.1,0.37,0.16,0.16,0.84,0.235,10.8,5.0,702303,2026
Nick Martinez,35,4,Maj-AL,Tampa Bay,13,13,6.0,2.0,,77.2,77,21,21,13,44,6,2,2.43,299,18,1,0,3,2,2,3,0,318,1058,0.68,0.18,0.08,0.37,0.27,0.08,1.159,0.283,5.1,3.38,607259,2026
Zebby Matthews,26,2,Maj-AL,Minnesota,6,6,2.0,4.0,,36.1,34,21,21,9,30,8,2,5.2,138,7,0,0,2,1,4,0,0,150,552,0.63,0.17,0.09,0.36,0.2,0.08,1.183,0.257,7.4,3.33,805673,2026
Steven Matz,35,3,Maj-AL,Tampa Bay,12,10,4.0,3.0,,47.1,46,32,31,19,37,10,1,5.89,182,8,2,0,4,2,6,0,0,204,830,0.64,0.16,0.09,0.35,0.3,0.07,1.373,0.263,7.0,1.95,571927,2026
Dustin May,28,4,Maj-NL,St. Louis,13,13,4.0,6.0,,72.2,71,37,34,20,66,5,5,4.21,273,16,1,0,7,2,5,4,1,301,1150,0.66,0.18,0.1,0.45,0.25,0.08,1.252,0.324,8.2,3.3,669160,2026
Tim Mayza,34,0,Maj-NL,Philadelphia,27,1,2.0,1.0,,30.1,24,12,11,7,29,4,1,3.26,112,4,0,1,2,0,0,1,0,121,464,0.63,0.19,0.1,0.52,0.25,0.01,1.022,0.253,8.6,4.14,641835,2026
Shane McClanahan,29,1,Maj-AL,Tampa Bay,13,13,6.0,4.0,,64.0,53,25,23,22,66,3,2,3.23,243,11,1,0,3,0,11,1,1,268,1028,0.66,0.17,0.12,0.47,0.21,0.03,1.172,0.287,9.3,3.0,663556,2026
Lance McCullers Jr.,32,31,Maj-AL,Houston,8,8,2.0,3.0,,39.1,38,32,30,22,43,7,2,6.86,148,11,1,0,6,0,3,1,1,172,696,0.59,0.17,0.1,0.45,0.21,0.08,1.525,0.316,9.8,1.95,621121,2026
Trevor McDonald,25,0,Maj-NL,San Francisco,8,8,2.0,4.0,,42.2,40,23,22,15,41,4,6,4.64,163,9,1,0,4,1,3,1,2,185,690,0.63,0.18,0.11,0.58,0.25,0.04,1.289,0.303,8.6,2.73,686790,2026
Michael McGreevy,25,6,Maj-NL,St. Louis,13,13,3.0,5.0,,72.1,61,24,24,17,49,10,0,2.99,268,11,0,0,7,0,2,0,0,285,1133,0.62,0.17,0.08,0.46,0.24,0.04,1.078,0.244,6.1,2.88,700241,2026
Nolan McLean,24,1,Maj-NL,New York,14,14,3.0,4.0,,76.1,56,39,34,31,88,8,8,4.01,276,11,0,0,5,1,2,1,4,317,1299,0.62,0.2,0.09,0.47,0.23,0.07,1.14,0.265,10.4,2.84,690997,2026
Luis Medina,27,3,Maj-AL,Athletics,22,1,1.0,1.0,,29.2,27,14,10,12,32,3,1,3.03,112,5,0,1,4,0,1,1,0,125,498,0.59,0.17,0.12,0.41,0.21,0.08,1.315,0.312,9.7,2.67,665622,2026
Juan Mejia,25,0,Maj-NL,Colorado,29,1,1.0,5.0,3.0,31.2,35,22,21,18,36,2,2,5.97,125,2,1,2,1,1,1,0,1,147,620,0.65,0.16,0.13,0.41,0.21,0.08,1.674,0.375,10.2,2.0,675848,2026
Troy Melton,25,4,Maj-AL,Detroit,4,4,3.0,,,25.2,20,8,8,6,14,5,1,2.81,94,4,0,0,1,1,1,1,1,102,350,0.65,0.15,0.08,0.44,0.25,0.06,1.013,0.197,4.9,2.33,675512,2026
Parker Messick,25,3,Maj-AL,Cleveland,14,14,6.0,3.0,,80.2,63,26,24,25,82,8,1,2.68,291,10,3,1,5,2,0,0,3,320,1270,0.63,0.15,0.12,0.42,0.24,0.09,1.091,0.271,9.1,3.28,800048,2026
Max Meyer,27,4,Maj-NL,Miami,14,14,6.0,,,79.0,57,27,25,29,86,7,5,2.85,289,11,1,0,5,1,5,2,0,325,1265,0.64,0.16,0.13,0.42,0.21,0.08,1.089,0.254,9.8,2.97,676974,2026
Miles Mikolas,37,5,Maj-NL,Washington,14,6,1.0,5.0,,61.0,66,43,40,16,38,14,0,5.9,243,11,0,0,4,3,5,1,1,262,989,0.65,0.18,0.07,0.46,0.19,0.07,1.344,0.268,5.6,2.38,571945,2026
Spencer Miles,25,3,Maj-AL,Toronto,18,2,3.0,1.0,,42.1,32,18,16,13,41,4,0,3.4,157,3,0,0,1,0,2,2,0,171,673,0.67,0.17,0.1,0.54,0.2,0.05,1.063,0.25,8.7,3.15,693686,2026
Bryce Miller,27,1,Maj-AL,Seattle,6,5,3.0,,,35.0,20,6,6,5,36,4,0,1.54,119,3,1,1,4,0,0,0,0,125,492,0.7,0.13,0.13,0.4,0.21,0.1,0.714,0.203,9.3,7.2,682243,2026
Jacob Misiorowski,24,1,Maj-NL,Milwaukee,14,14,8.0,2.0,,87.0,42,16,13,22,131,4,7,1.34,299,4,0,0,6,1,1,0,0,329,1277,0.67,0.18,0.17,0.46,0.24,0.08,0.736,0.23,13.6,5.95,694819,2026
Casey Mize,29,17,Maj-AL,Detroit,9,9,2.0,3.0,,47.2,34,12,12,12,49,2,1,2.27,170,14,0,0,4,2,3,3,0,185,697,0.65,0.17,0.13,0.36,0.23,0.11,0.965,0.264,9.3,4.08,663554,2026
Carmen Mlodzinski,27,3,Maj-NL,Pittsburgh,13,9,4.0,3.0,1.0,62.2,65,29,28,23,52,5,2,4.02,242,14,1,0,8,2,2,1,0,270,1068,0.63,0.19,0.08,0.43,0.28,0.08,1.404,0.321,7.5,2.26,669387,2026
Keider Montero,25,2,Maj-AL,Detroit,13,13,3.0,4.0,,72.1,56,30,29,17,48,8,2,3.61,266,13,2,0,3,2,1,0,0,288,1040,0.65,0.17,0.07,0.35,0.2,0.16,1.009,0.226,6.0,2.82,672456,2026
Mason Montgomery,26,0,Maj-NL,Pittsburgh,27,4,1.0,1.0,,27.0,24,14,13,14,34,3,0,4.33,104,6,0,0,1,0,1,0,0,118,467,0.64,0.15,0.14,0.51,0.21,0.06,1.407,0.313,11.3,2.43,682254,2026
Luis Morales,23,42,Maj-AL,Athletics,3,2,,2.0,,9.1,17,15,15,12,7,5,1,14.46,42,3,0,0,3,0,1,0,0,55,212,0.55,0.15,0.05,0.31,0.29,0.14,3.107,0.4,6.8,0.58,806960,2026
Jovani Moran,29,9,Maj-AL,Boston,21,3,1.0,2.0,,33.0,20,11,11,15,38,5,1,3.0,116,4,0,1,1,2,1,0,0,134,519,0.62,0.15,0.14,0.38,0.19,0.09,1.061,0.2,10.4,2.53,663558,2026
Andrew Morris,24,1,Maj-AL,Minnesota,21,2,1.0,2.0,2.0,30.0,38,20,17,11,31,2,1,5.1,125,5,1,0,1,2,2,0,1,140,584,0.65,0.16,0.1,0.44,0.21,0.06,1.633,0.383,9.3,2.82,702193,2026
Kade Morris,24,7,Maj-AL,Athletics,1,1,,1.0,,4.0,9,9,9,3,4,3,0,20.25,18,1,0,0,1,1,0,0,0,22,90,0.6,0.16,0.08,0.73,0.07,0.0,3.0,0.5,9.0,1.33,695034,2026
Tobias Myers,27,15,Maj-NL,New York,20,2,,1.0,1.0,33.1,29,17,15,7,26,6,0,4.05,126,8,0,1,2,0,2,0,0,134,460,0.67,0.15,0.09,0.36,0.22,0.13,1.08,0.245,7.0,3.71,668964,2026
Ryne Nelson,28,3,Maj-NL,Arizona,14,14,2.0,5.0,,76.1,72,51,44,22,57,17,4,5.19,297,14,2,1,6,2,0,0,0,326,1198,0.67,0.13,0.09,0.31,0.21,0.09,1.231,0.244,6.7,2.59,669194,2026
Aaron Nola,33,0,Maj-NL,Philadelphia,14,14,3.0,4.0,,70.2,80,46,46,24,71,13,0,5.86,281,13,3,0,3,2,4,3,0,309,1250,0.64,0.18,0.11,0.43,0.25,0.07,1.472,0.337,9.0,2.96,605400,2026
Bailey Ober,30,14,Maj-AL,Minnesota,12,12,6.0,3.0,,66.2,63,36,34,18,46,12,2,4.59,259,16,0,0,2,0,7,1,0,281,1032,0.65,0.17,0.09,0.34,0.2,0.15,1.215,0.254,6.2,2.56,641927,2026
Shohei Ohtani,31,3,Maj-NL,Los Angeles,11,11,6.0,2.0,,67.2,36,10,8,21,73,3,5,1.06,234,10,0,0,3,1,2,0,0,262,1045,0.64,0.18,0.13,0.52,0.18,0.09,0.842,0.208,9.7,3.48,660271,2026
Steven Okert,34,1,Maj-AL,Houston,32,1,,,,32.1,21,10,10,10,26,3,2,2.78,112,2,1,0,2,1,2,2,2,126,491,0.65,0.16,0.11,0.27,0.17,0.18,0.959,0.214,7.2,2.6,595345,2026
Chris Paddack,30,6,Maj-NL,"Cincinnati,Miami",11,9,,7.0,,47.2,64,39,38,17,37,8,2,7.17,202,10,0,0,3,2,2,1,0,224,866,0.64,0.14,0.1,0.39,0.24,0.06,1.699,0.352,7.0,2.18,663978,2026
Andrew Painter,23,1,Maj-NL,Philadelphia,13,11,1.0,7.0,,63.0,77,45,45,22,50,12,3,6.43,254,10,1,0,6,3,4,1,0,285,1085,0.64,0.16,0.1,0.4,0.21,0.1,1.571,0.333,7.1,2.27,691725,2026
Andre Pallante,27,3,Maj-NL,St. Louis,13,13,7.0,4.0,,69.2,63,32,30,25,56,9,5,3.88,267,10,0,0,6,1,7,0,1,298,1173,0.63,0.19,0.09,0.52,0.21,0.05,1.263,0.266,7.2,2.24,669467,2026
Mike Paredes,25,3,Maj-AL,Minnesota,3,1,,,,10.1,5,6,5,6,8,1,1,4.35,36,1,0,0,0,1,0,0,0,45,173,0.59,0.15,0.08,0.34,0.21,0.07,1.065,0.143,7.0,1.33,702474,2026
Chad Patrick,27,0,Maj-NL,Milwaukee,19,6,3.0,3.0,3.0,53.2,49,20,20,21,42,5,0,3.35,195,11,2,2,7,2,1,3,0,221,866,0.63,0.13,0.12,0.36,0.25,0.09,1.304,0.293,7.0,2.0,694477,2026
Freddy Peralta,30,4,Maj-NL,New York,14,14,4.0,5.0,,78.0,71,37,35,32,79,10,4,4.04,299,15,1,0,3,1,2,1,0,337,1340,0.61,0.15,0.12,0.44,0.23,0.07,1.321,0.289,9.1,2.47,642547,2026
Sammy Peralta,28,2,Maj-NL,Colorado,2,1,,1.0,,2.2,3,3,3,2,4,1,2,10.13,11,1,0,0,0,0,0,0,0,15,49,0.63,0.22,0.04,0.14,0.29,0.29,1.875,0.333,13.5,2.0,671111,2026
Eury Perez,23,17,Maj-NL,Miami,12,12,3.0,6.0,,62.2,51,36,32,28,72,11,5,4.6,231,15,1,0,5,1,18,1,1,265,1063,0.63,0.13,0.14,0.34,0.23,0.14,1.261,0.268,10.3,2.57,691587,2026
Martin Perez,35,0,Maj-NL,Atlanta,14,10,5.0,3.0,,62.0,44,20,20,21,51,6,2,2.9,218,10,3,0,9,3,2,0,0,245,956,0.62,0.18,0.09,0.47,0.25,0.05,1.048,0.232,7.4,2.43,527048,2026
Jack Perkins,26,3,Maj-AL,Athletics,19,2,2.0,3.0,3.0,36.0,37,27,25,12,43,4,6,6.25,144,6,1,0,1,2,0,0,0,164,633,0.67,0.15,0.14,0.38,0.25,0.06,1.361,0.333,10.8,3.58,678022,2026
David Peterson,30,3,Maj-NL,New York,14,7,3.0,5.0,1.0,61.0,74,43,39,26,57,4,3,5.75,252,12,4,0,3,4,2,3,0,286,1004,0.64,0.18,0.1,0.53,0.25,0.05,1.639,0.359,8.4,2.19,656849,2026
Chase Petty,23,0,Maj-NL,Cincinnati,4,2,1.0,1.0,,13.0,12,8,8,3,3,3,2,5.54,50,4,0,0,1,1,0,0,0,56,180,0.66,0.13,0.09,0.33,0.31,0.08,1.154,0.2,2.1,1.0,695534,2026
Brandon Pfaadt,27,10,Maj-NL,Arizona,13,3,,1.0,,38.0,40,28,25,17,31,7,3,5.92,148,10,0,0,4,3,0,0,0,171,627,0.63,0.16,0.11,0.51,0.21,0.08,1.5,0.292,7.3,1.82,694297,2026
Tyler Phillips,28,2,Maj-NL,Miami,19,3,1.0,1.0,2.0,48.1,39,12,10,24,41,2,1,1.86,180,9,1,0,3,0,7,3,0,207,780,0.63,0.19,0.12,0.47,0.21,0.04,1.303,0.27,7.6,1.71,663969,2026
Nick Pivetta,33,62,Maj-NL,San Diego,4,4,1.0,2.0,,16.0,12,8,8,6,24,0,0,4.5,60,4,0,0,0,0,1,0,0,66,279,0.65,0.16,0.12,0.33,0.17,0.17,1.125,0.333,13.5,4.0,601713,2026
Cody Ponce,32,75,Maj-AL,Toronto,1,1,,,,2.1,1,1,1,1,3,0,0,3.86,9,1,0,0,0,0,0,0,0,10,47,0.64,0.02,0.32,0.5,0.33,0.0,0.857,0.167,11.6,3.0,664074,2026
Zach Pop,29,62,Maj-NL,Philadelphia,7,1,,,,7.1,5,3,3,3,6,0,1,3.68,25,3,0,0,0,2,0,0,0,31,130,0.61,0.21,0.06,0.52,0.19,0.0,1.091,0.238,7.4,2.0,647315,2026
PJ Poulin,29,0,Maj-NL,Washington,26,7,3.0,,2.0,25.1,20,10,9,17,18,4,1,3.2,91,5,0,1,4,0,1,0,1,109,470,0.6,0.2,0.06,0.49,0.12,0.11,1.461,0.232,6.4,1.06,676571,2026
Cade Povich,26,37,Maj-AL,Baltimore,4,3,1.0,1.0,,19.1,19,11,11,7,12,4,1,5.12,74,4,0,0,3,0,0,0,0,82,304,0.63,0.16,0.11,0.42,0.18,0.08,1.345,0.259,5.6,1.71,700249,2026
Connor Prielipp,25,0,Maj-AL,Minnesota,10,10,2.0,4.0,,49.2,47,34,29,20,51,5,3,5.26,187,9,2,0,4,4,4,1,0,217,883,0.64,0.17,0.09,0.39,0.26,0.09,1.349,0.311,9.2,2.55,687570,2026
Jose Quintana,37,20,Maj-NL,Colorado,9,9,2.0,3.0,,41.0,45,27,24,17,20,6,1,5.27,156,11,2,0,4,5,4,0,1,181,688,0.6,0.13,0.1,0.36,0.23,0.1,1.512,0.289,4.4,1.18,500779,2026
Cole Ragans,28,38,Maj-AL,Kansas City,8,8,1.0,4.0,,35.1,27,20,19,23,45,10,0,4.84,127,5,0,0,3,1,3,2,0,151,639,0.6,0.15,0.13,0.35,0.19,0.08,1.415,0.233,11.5,1.96,666142,2026
Drew Rasmussen,30,3,Maj-AL,Tampa Bay,13,13,6.0,2.0,,73.0,51,24,22,13,77,8,2,2.71,266,5,0,0,3,1,14,3,0,282,1114,0.66,0.17,0.11,0.51,0.22,0.07,0.877,0.236,9.5,5.92,656876,2026
Robbie Ray,34,3,Maj-NL,San Francisco,14,14,4.0,6.0,,73.1,66,40,36,36,66,14,0,4.42,271,11,1,0,5,5,15,4,3,314,1330,0.61,0.13,0.11,0.33,0.22,0.06,1.391,0.265,8.1,1.83,592662,2026
Colin Rea,35,4,Maj-NL,Chicago,14,11,5.0,4.0,1.0,69.1,74,41,40,25,54,11,4,5.19,273,11,1,0,1,1,3,3,5,304,1152,0.63,0.16,0.09,0.44,0.22,0.06,1.428,0.301,7.0,2.16,607067,2026
Lyon Richardson,26,12,Maj-NL,Cincinnati,2,1,,1.0,,1.2,2,5,5,2,3,2,1,27.0,7,0,0,0,0,0,0,0,0,10,41,0.46,0.17,0.1,0.25,0.0,0.25,2.4,0.0,16.2,1.5,680689,2026
JR Ritchie,23,1,Maj-NL,Atlanta,6,5,1.0,1.0,,30.2,23,15,13,18,26,4,3,3.82,110,2,0,1,3,1,2,1,1,132,522,0.58,0.14,0.09,0.48,0.24,0.02,1.337,0.235,7.6,1.44,702275,2026
Kumar Rocker,26,2,Maj-AL,Texas,13,12,2.0,5.0,,65.2,60,26,26,28,52,6,2,3.56,250,7,2,0,4,2,9,1,0,282,1109,0.61,0.14,0.1,0.49,0.25,0.07,1.34,0.278,7.1,1.86,677958,2026
Carlos Rodon,33,3,Maj-AL,New York,6,6,2.0,2.0,,31.0,18,12,11,19,34,2,1,3.19,106,5,0,0,1,2,3,1,0,129,546,0.6,0.14,0.12,0.45,0.2,0.04,1.194,0.222,9.9,1.79,607074,2026
Bradgley Rodriguez,22,0,Maj-NL,San Diego,29,2,1.0,2.0,,32.1,27,11,8,11,29,1,0,2.23,122,6,1,1,2,1,2,0,1,135,512,0.67,0.16,0.14,0.57,0.16,0.11,1.175,0.28,8.1,2.64,699134,2026
Eduardo Rodriguez,33,1,Maj-NL,Arizona,14,14,5.0,2.0,,81.1,68,25,23,32,60,8,0,2.55,304,17,2,0,7,0,5,0,0,336,1312,0.63,0.17,0.07,0.41,0.27,0.05,1.23,0.254,6.6,1.88,593958,2026
Elmer Rodriguez,22,27,Maj-AL,New York,3,3,,1.0,,13.0,15,6,6,9,6,0,3,4.15,51,2,0,0,1,1,1,1,0,64,238,0.57,0.18,0.1,0.46,0.28,0.07,1.846,0.326,4.2,0.67,695684,2026
Grayson Rodriguez,26,5,Maj-AL,Los Angeles,5,5,2.0,2.0,,23.1,29,23,21,13,23,4,0,8.1,96,9,1,1,2,2,0,0,0,111,447,0.63,0.17,0.09,0.35,0.31,0.05,1.8,0.352,8.9,1.77,680570,2026
Trevor Rogers,28,4,Maj-AL,Baltimore,12,12,3.0,6.0,,60.0,69,43,41,20,44,9,1,6.15,243,15,2,0,7,2,5,0,0,266,1056,0.68,0.16,0.1,0.35,0.27,0.13,1.483,0.313,6.6,2.2,669432,2026
