Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,k_bb_ratio,mlbID,season
Chris Flexen,29,625,Maj-AL,Chicago,33,31,3.0,15.0,,160.0,180,95,88,63,123,24,2,4.95,635,44,3,1,12,3,6,4,2,707,2801,0.61,0.15,0.1,0.36,0.27,0.09,1.519,0.318,6.9,1.95,623167,2024
Matt Foster,29,640,Maj-AL,Chicago,6,1,,1.0,,6.2,5,2,2,5,4,1,0,2.7,25,1,0,0,0,0,1,0,0,30,108,0.58,0.13,0.06,0.29,0.29,0.05,1.5,0.2,5.4,0.8,641582,2024
J.P. France,29,781,Maj-AL,Houston,5,5,,3.0,,25.1,31,21,21,12,22,5,1,7.46,107,8,0,0,0,1,1,1,0,121,466,0.58,0.16,0.1,0.3,0.24,0.08,1.697,0.321,7.8,1.83,641585,2024
Bowden Francis,28,627,Maj-AL,Toronto,27,13,8.0,5.0,,103.2,74,41,38,22,92,17,7,3.3,377,15,0,0,9,1,1,1,0,408,1559,0.67,0.16,0.1,0.34,0.22,0.11,0.926,0.212,8.0,4.18,670102,2024
Kyle Freeland,31,625,Maj-NL,Colorado,21,21,5.0,8.0,,113.1,134,73,66,26,85,22,1,5.24,460,23,5,0,8,2,9,5,4,490,1769,0.67,0.17,0.08,0.4,0.27,0.08,1.412,0.315,6.8,3.27,607536,2024
Max Fried,30,619,Maj-NL,Atlanta,30,30,11.0,11.0,,176.1,154,76,68,57,168,14,7,3.47,660,17,2,0,20,4,13,2,2,729,2809,0.64,0.18,0.1,0.59,0.22,0.03,1.197,0.29,8.6,2.95,608331,2024
Carson Fulmer,30,622,Maj-AL,Los Angeles,37,8,,5.0,,86.2,81,45,40,40,81,11,5,4.15,329,24,0,4,8,3,4,2,3,379,1472,0.63,0.17,0.11,0.42,0.25,0.04,1.396,0.292,8.4,2.03,608334,2024
Zac Gallen,28,626,Maj-NL,Arizona,28,28,14.0,6.0,,148.0,133,62,60,54,156,13,4,3.65,561,29,5,0,14,2,18,2,0,621,2503,0.62,0.18,0.11,0.46,0.26,0.04,1.264,0.305,9.5,2.89,668678,2024
Gerson Garabito,28,623,Maj-AL,Texas,18,2,,2.0,,26.1,23,15,14,12,22,4,4,4.78,96,3,0,0,3,2,3,0,0,115,492,0.62,0.17,0.09,0.35,0.27,0.06,1.329,0.264,7.5,1.83,642520,2024
Braxton Garrett,26,726,Maj-NL,Miami,7,7,2.0,2.0,,37.0,40,24,22,4,34,5,5,5.35,152,8,0,0,2,0,3,0,0,161,589,0.66,0.19,0.1,0.52,0.21,0.06,1.189,0.31,8.3,8.5,666129,2024
Robert Gasser,25,742,Maj-NL,Milwaukee,5,5,2.0,,,28.0,28,9,8,1,16,2,3,2.57,106,1,0,0,3,3,2,0,0,114,399,0.71,0.19,0.11,0.44,0.24,0.09,1.036,0.286,5.1,16.0,688107,2024
Kevin Gausman,33,626,Maj-AL,Toronto,31,31,14.0,11.0,,181.0,165,86,77,56,162,20,2,3.83,693,41,3,0,10,3,20,4,4,756,2959,0.65,0.15,0.11,0.39,0.24,0.07,1.221,0.282,8.1,2.89,592332,2024
Domingo German,31,647,Maj-NL,Pittsburgh,7,2,,1.0,,20.2,25,19,18,13,18,4,2,7.84,84,2,0,1,2,0,7,0,0,100,373,0.62,0.14,0.09,0.35,0.23,0.15,1.839,0.339,7.8,1.38,593334,2024
Kyle Gibson,36,625,Maj-NL,St. Louis,30,30,8.0,8.0,,169.2,161,91,80,68,151,23,4,4.24,641,30,4,1,21,6,8,1,0,722,2764,0.6,0.17,0.1,0.44,0.24,0.06,1.35,0.292,8.0,2.22,502043,2024
Luis Gil,26,592,Maj-AL,New York,31,31,15.0,7.0,,159.2,112,66,65,82,175,20,8,3.66,580,31,2,0,4,2,7,2,4,673,2808,0.61,0.15,0.11,0.35,0.23,0.12,1.215,0.238,9.9,2.13,661563,2024
Logan Gilbert,27,622,Maj-AL,Seattle,33,33,9.0,12.0,,208.2,148,83,75,37,220,26,4,3.23,756,39,1,1,16,4,14,4,2,803,3042,0.66,0.15,0.15,0.45,0.24,0.07,0.887,0.237,9.5,5.95,669302,2024
J.T. Ginn,25,625,Maj-AL,Oakland,8,6,1.0,1.0,,34.0,36,16,16,9,29,4,2,4.24,131,5,0,1,5,0,0,2,0,142,515,0.62,0.15,0.12,0.47,0.26,0.08,1.324,0.327,7.7,3.22,669372,2024
Tyler Glasnow,30,671,Maj-NL,Los Angeles,22,22,9.0,6.0,,134.0,92,53,52,35,168,15,0,3.49,484,27,2,0,10,1,14,4,0,522,2011,0.65,0.17,0.14,0.48,0.21,0.07,0.948,0.255,11.3,4.8,607192,2024
Austin Gomber,30,626,Maj-NL,Colorado,30,30,5.0,12.0,,165.0,178,89,87,38,116,30,1,4.75,653,39,4,0,9,4,13,2,1,696,2621,0.66,0.17,0.09,0.38,0.27,0.06,1.309,0.29,6.3,3.05,596295,2024
Marco Gonzales,32,675,Maj-NL,Pittsburgh,7,7,1.0,1.0,,33.2,43,17,17,11,23,5,0,4.54,138,8,0,0,4,1,2,0,0,151,546,0.68,0.17,0.08,0.42,0.26,0.07,1.604,0.342,6.1,2.09,594835,2024
Tanner Gordon,26,640,Maj-NL,Colorado,8,8,,6.0,,34.1,53,34,33,6,26,10,2,8.65,149,9,3,0,3,1,1,0,0,160,607,0.69,0.15,0.09,0.39,0.24,0.04,1.718,0.377,6.8,4.33,685299,2024
MacKenzie Gore,25,623,Maj-NL,Washington,32,32,10.0,12.0,,166.1,171,93,72,65,181,15,11,3.9,649,36,3,0,21,4,26,2,0,731,2995,0.64,0.14,0.12,0.4,0.3,0.05,1.419,0.341,9.8,2.78,669022,2024
Gordon Graceffo,24,703,Maj-NL,St. Louis,2,1,,1.0,,7.2,7,4,4,2,6,1,0,4.7,28,4,0,0,1,1,0,0,0,31,105,0.67,0.13,0.1,0.43,0.17,0.04,1.174,0.273,7.0,3.0,700669,2024
Jon Gray,32,652,Maj-AL,Texas,23,19,5.0,6.0,,102.2,107,54,51,28,86,11,0,4.47,408,17,4,1,2,2,9,0,1,439,1623,0.67,0.15,0.12,0.41,0.26,0.07,1.315,0.307,7.5,3.07,592351,2024
Josiah Gray,26,800,Maj-NL,Washington,2,2,,2.0,,8.1,15,13,13,5,9,2,0,14.04,37,5,0,0,1,2,1,0,0,44,176,0.63,0.14,0.14,0.3,0.27,0.1,2.4,0.464,9.7,1.8,680686,2024
Sonny Gray,34,633,Maj-NL,St. Louis,28,28,13.0,9.0,,166.1,142,79,71,39,203,21,3,3.84,623,33,6,0,13,3,25,5,1,671,2484,0.66,0.18,0.14,0.44,0.26,0.05,1.088,0.301,11.0,5.21,543243,2024
Hunter Greene,24,622,Maj-NL,Cincinnati,26,26,9.0,5.0,,150.1,96,47,46,57,169,12,19,2.75,526,19,3,0,5,6,14,3,2,611,2563,0.64,0.14,0.13,0.35,0.21,0.13,1.018,0.239,10.1,2.96,668881,2024
Michael Grove,27,615,Maj-NL,Los Angeles,40,2,4.0,4.0,,51.1,47,32,30,16,55,7,6,5.26,193,7,1,0,3,2,4,1,2,218,838,0.64,0.17,0.11,0.45,0.23,0.09,1.227,0.301,9.6,3.44,675627,2024
DL Hall,25,622,Maj-NL,Milwaukee,13,7,1.0,2.0,,43.0,48,26,24,21,44,6,4,5.02,170,5,0,0,4,1,2,0,1,197,782,0.62,0.19,0.09,0.48,0.19,0.08,1.605,0.347,9.2,2.1,669084,2024
Emerson Hancock,25,623,Maj-AL,Seattle,12,12,4.0,4.0,,60.2,62,37,32,19,39,12,6,4.75,239,7,2,0,5,2,3,0,0,266,1015,0.66,0.15,0.1,0.36,0.28,0.08,1.335,0.263,5.8,2.05,676106,2024
Brenan Hanifee,26,619,Maj-AL,Detroit,22,3,1.0,1.0,,31.0,28,7,6,7,25,2,0,1.74,120,4,2,0,2,0,3,0,0,127,481,0.66,0.17,0.07,0.53,0.26,0.04,1.129,0.28,7.3,3.57,669724,2024
Hogan Harris,27,624,Maj-AL,Oakland,21,9,4.0,4.0,,72.1,65,29,23,33,61,7,3,2.86,266,14,2,0,10,1,2,3,2,305,1213,0.63,0.19,0.08,0.38,0.25,0.07,1.355,0.291,7.6,1.85,663687,2024
Kyle Harrison,22,648,Maj-NL,San Francisco,24,24,7.0,7.0,,124.1,125,65,63,42,118,18,7,4.56,476,25,1,0,9,6,18,6,2,532,2078,0.64,0.18,0.1,0.41,0.23,0.07,1.343,0.309,8.5,2.81,690986,2024
Andrew Heaney,33,623,Maj-AL,Texas,32,31,5.0,14.0,,160.0,159,84,76,41,159,23,12,4.28,634,30,1,1,6,3,8,1,0,693,2732,0.66,0.15,0.12,0.34,0.28,0.07,1.25,0.299,8.9,3.88,571760,2024
Kyle Hendricks,34,623,Maj-NL,Chicago,29,24,4.0,12.0,,130.2,147,88,86,43,87,21,3,5.92,514,15,1,0,6,7,14,7,2,567,2135,0.65,0.19,0.08,0.46,0.23,0.08,1.454,0.305,6.0,2.02,543294,2024
Blair Henley,27,796,Maj-AL,Houston,1,1,,,,0.1,4,5,5,3,0,0,1,135.0,5,0,0,0,0,0,0,0,0,9,39,0.46,0.26,0.03,0.4,0.2,0.2,21.0,0.8,0.0,0.0,668874,2024
Ronny Henriquez,24,631,Maj-AL,Minnesota,16,1,1.0,1.0,,19.1,20,8,7,5,15,2,2,3.26,75,1,1,1,0,0,1,0,2,82,303,0.65,0.15,0.12,0.53,0.2,0.08,1.293,0.31,7.0,3.0,678692,2024
Tommy Henry,26,721,Maj-NL,Arizona,9,7,2.0,3.0,,38.1,49,31,30,18,30,9,4,7.04,157,12,2,0,5,2,1,2,0,182,706,0.63,0.17,0.07,0.44,0.23,0.05,1.748,0.333,7.0,1.67,674072,2024
Elieser Hernandez,29,725,Maj-NL,"Los Angeles,Milwaukee",9,1,,1.0,,15.2,14,11,11,5,8,5,0,6.32,59,3,0,0,1,0,0,1,0,64,251,0.65,0.2,0.09,0.2,0.25,0.16,1.213,0.196,4.6,1.6,622694,2024
Jonathan Hernandez,27,675,Maj-AL,"Seattle,Texas",29,1,3.0,1.0,,43.1,41,28,26,28,39,6,1,5.4,160,8,1,1,6,2,4,1,0,192,763,0.61,0.14,0.13,0.49,0.24,0.02,1.592,0.299,8.1,1.39,642546,2024
DJ Herz,23,626,Maj-NL,Washington,19,19,4.0,9.0,,88.2,76,45,41,36,106,11,3,4.16,340,11,1,0,3,1,2,0,0,382,1586,0.64,0.15,0.13,0.37,0.24,0.08,1.263,0.29,10.8,2.94,687792,2024
Jordan Hicks,27,637,Maj-NL,San Francisco,29,20,4.0,7.0,1.0,109.2,112,54,50,47,96,12,9,4.1,423,23,2,0,15,2,11,0,0,481,1959,0.61,0.17,0.1,0.51,0.23,0.05,1.45,0.315,7.9,2.04,663855,2024
Bryan Hoeing,27,612,Maj-NL,"Miami,San Diego",37,2,3.0,3.0,,56.1,48,18,16,15,45,6,0,2.56,209,6,1,1,5,0,7,2,1,224,842,0.65,0.19,0.09,0.47,0.27,0.05,1.118,0.266,7.2,3.0,663773,2024
Grant Holmes,28,621,Maj-NL,Atlanta,26,7,2.0,1.0,,68.1,66,27,27,15,70,7,2,3.56,262,10,0,2,5,3,7,0,0,282,1024,0.68,0.14,0.17,0.44,0.23,0.06,1.185,0.314,9.2,4.67,656550,2024
Tyler Holton,28,609,Maj-AL,Detroit,72,11,7.0,3.0,9.0,100.0,63,31,29,18,83,8,4,2.61,353,13,2,1,9,1,3,0,0,378,1446,0.66,0.18,0.12,0.49,0.21,0.07,0.81,0.209,7.5,4.61,663947,2024
Brent Honeywell Jr.,29,592,Maj-NL,"Los Angeles,Pittsburgh",23,1,1.0,1.0,1.0,46.1,44,21,20,14,20,4,6,3.88,166,12,1,0,8,4,7,0,1,192,768,0.64,0.16,0.07,0.39,0.26,0.05,1.252,0.274,3.9,1.43,641703,2024
Tanner Houck,28,628,Maj-AL,Boston,30,30,9.0,10.0,,178.2,156,75,62,48,154,11,16,3.12,674,27,0,1,16,4,11,1,0,743,2735,0.66,0.19,0.1,0.55,0.24,0.04,1.142,0.283,7.8,3.21,656557,2024
Adrian Houser,31,689,Maj-NL,New York,23,7,1.0,5.0,1.0,69.1,74,48,45,32,45,8,4,5.84,272,23,0,0,6,1,8,4,0,309,1131,0.63,0.18,0.08,0.48,0.21,0.05,1.529,0.3,5.8,1.41,605288,2024
Spencer Howard,27,693,"Maj-AL,Maj-NL","Cleveland,San Francisco",9,3,1.0,2.0,,29.0,44,24,20,14,27,5,0,6.21,128,7,2,0,1,1,3,2,0,144,537,0.67,0.16,0.11,0.39,0.21,0.05,2.0,0.402,8.4,1.93,675921,2024
Dakota Hudson,29,672,Maj-NL,Colorado,18,18,2.0,12.0,,89.0,99,66,61,50,49,11,5,6.17,346,19,0,0,11,2,6,5,1,404,1512,0.6,0.17,0.07,0.52,0.22,0.03,1.674,0.306,5.0,0.98,641712,2024
Brandon Hughes,28,627,Maj-NL,Arizona,15,2,,,,17.2,24,16,16,10,21,8,2,8.15,76,5,0,0,0,1,1,0,0,89,350,0.61,0.15,0.12,0.29,0.25,0.09,1.925,0.333,10.7,2.1,676714,2024
Kyle Hurt,26,788,Maj-NL,Los Angeles,3,1,,1.0,,6.2,8,2,1,1,3,0,0,1.35,26,2,0,0,1,0,2,0,0,27,87,0.75,0.11,0.16,0.35,0.43,0.04,1.35,0.348,4.1,3.0,669165,2024
Brant Hurter,25,612,Maj-AL,Detroit,12,1,7.0,1.0,,50.1,41,13,13,8,39,4,1,2.32,188,6,1,1,3,1,1,0,0,199,730,0.7,0.21,0.08,0.53,0.15,0.1,0.974,0.253,7.0,4.88,676428,2024
Shota Imanaga,30,629,Maj-NL,Chicago,29,29,15.0,3.0,,173.1,149,66,56,28,174,27,3,2.91,662,23,1,0,7,1,3,2,3,694,2587,0.69,0.13,0.15,0.37,0.21,0.09,1.021,0.264,9.0,6.21,684007,2024
Cole Irvin,30,627,Maj-AL,"Baltimore,Minnesota",29,16,6.0,6.0,1.0,111.0,132,71,63,29,78,18,6,5.11,450,28,5,1,9,6,2,2,0,492,1767,0.67,0.18,0.07,0.4,0.25,0.06,1.45,0.317,6.3,2.69,608344,2024
Jake Irvin,27,622,Maj-NL,Washington,33,33,10.0,14.0,,187.2,173,97,92,52,156,29,4,4.41,710,38,3,1,20,1,5,4,2,769,3046,0.65,0.17,0.1,0.45,0.23,0.06,1.199,0.274,7.5,3.0,663623,2024
Cristian Javier,27,753,Maj-AL,Houston,7,7,3.0,1.0,,34.2,30,16,15,19,27,4,0,3.89,129,9,1,0,2,1,5,1,1,150,570,0.59,0.16,0.1,0.26,0.26,0.11,1.413,0.263,7.0,1.42,664299,2024
Daulton Jefferies,28,708,Maj-NL,"Pittsburgh,San Francisco",6,1,,2.0,,14.2,24,20,16,4,12,4,1,9.82,68,9,1,0,1,0,1,0,0,73,281,0.67,0.17,0.09,0.38,0.27,0.07,1.909,0.385,7.4,3.0,641726,2024
Seth Johnson,25,643,Maj-NL,Philadelphia,1,1,,1.0,,2.1,8,9,9,3,0,1,0,34.71,14,2,0,0,0,1,1,0,0,18,58,0.64,0.21,0.1,0.27,0.4,0.07,4.714,0.5,0.0,0.0,686751,2024
Jared Jones,22,624,Maj-NL,Pittsburgh,22,22,6.0,8.0,,121.2,106,60,56,39,132,18,5,4.14,456,29,4,1,10,4,5,2,2,504,1912,0.67,0.15,0.14,0.39,0.24,0.08,1.192,0.284,9.8,3.38,683003,2024
Ben Joyce,23,648,Maj-AL,Los Angeles,31,1,2.0,,4.0,34.2,26,8,8,14,33,1,4,2.08,124,2,0,0,5,0,0,1,1,142,541,0.65,0.15,0.14,0.59,0.21,0.04,1.154,0.278,8.6,2.36,690829,2024
Jakob Junis,31,626,Maj-NL,"Cincinnati,Milwaukee",24,6,4.0,,1.0,67.0,49,22,20,8,51,8,3,2.69,241,12,1,0,6,1,6,1,0,253,943,0.69,0.22,0.1,0.39,0.26,0.07,0.851,0.224,6.9,6.38,596001,2024
Brad Keller,28,656,Maj-AL,"Boston,Chicago",16,2,,4.0,1.0,41.1,48,28,25,15,32,9,2,5.44,175,11,0,0,2,0,1,0,0,192,743,0.62,0.16,0.09,0.5,0.2,0.06,1.524,0.291,7.0,2.13,641745,2024
Mitch Keller,28,625,Maj-NL,Pittsburgh,31,31,11.0,12.0,,178.0,182,90,84,50,166,23,15,4.25,697,38,11,0,11,8,33,1,0,773,2851,0.66,0.19,0.09,0.4,0.28,0.06,1.303,0.308,8.4,3.32,656605,2024
Merrill Kelly,35,624,Maj-NL,Arizona,13,13,5.0,1.0,,73.2,67,35,33,19,63,11,2,4.03,277,16,1,0,7,1,5,2,1,300,1139,0.65,0.17,0.09,0.43,0.23,0.04,1.167,0.275,7.7,3.32,518876,2024
Zack Kelly,29,638,Maj-AL,Boston,49,3,6.0,3.0,,56.2,44,31,25,27,61,10,2,3.97,212,8,0,3,2,0,6,1,1,241,958,0.64,0.17,0.12,0.48,0.21,0.07,1.253,0.241,9.7,2.26,677161,2024
Orion Kerkering,23,612,Maj-NL,Philadelphia,68,2,5.0,3.0,,66.2,55,21,17,19,79,3,8,2.3,243,13,0,0,6,3,7,2,0,274,1150,0.65,0.2,0.11,0.54,0.24,0.03,1.11,0.317,10.7,4.16,689147,2024
Ray Kerr,29,728,Maj-NL,Atlanta,10,2,1.0,2.0,,22.1,29,14,14,7,27,4,3,5.64,92,8,0,0,2,1,5,1,1,103,383,0.64,0.16,0.16,0.35,0.29,0.03,1.612,0.403,10.9,3.86,678061,2024
Clayton Kershaw,36,652,Maj-NL,Los Angeles,7,7,2.0,2.0,,30.0,36,19,15,9,24,2,2,4.5,119,7,1,1,2,3,0,3,0,133,504,0.66,0.16,0.11,0.4,0.33,0.08,1.5,0.354,7.2,2.67,477132,2024
Dallas Keuchel,36,700,Maj-NL,Milwaukee,4,4,,,,16.2,23,10,10,8,11,3,0,5.4,70,4,1,0,2,1,4,0,0,79,308,0.55,0.18,0.07,0.53,0.18,0.07,1.86,0.351,5.9,1.38,572971,2024
Yusei Kikuchi,33,626,Maj-AL,"Houston,Toronto",32,32,9.0,10.0,,175.2,167,85,79,44,206,25,2,4.05,683,23,1,0,7,3,8,4,0,736,2920,0.65,0.17,0.13,0.43,0.23,0.05,1.201,0.312,10.6,4.68,579328,2024
Caleb Kilian,27,622,Maj-NL,Chicago,2,1,,1.0,,10.2,11,6,5,6,7,2,0,4.22,41,2,0,0,1,0,2,0,0,48,167,0.63,0.13,0.1,0.46,0.23,0.09,1.594,0.281,5.9,1.17,668873,2024
Michael King,29,613,Maj-NL,San Diego,33,32,15.0,9.0,,185.2,154,76,62,64,216,19,7,3.01,699,28,2,2,8,1,8,3,3,773,3061,0.65,0.19,0.12,0.41,0.26,0.08,1.174,0.29,10.5,3.38,650633,2024
George Kirby,26,626,Maj-AL,Seattle,33,33,14.0,11.0,,191.0,181,82,75,23,179,22,7,3.53,740,38,3,0,8,5,24,6,0,778,2968,0.68,0.15,0.11,0.43,0.21,0.09,1.068,0.292,8.4,7.78,669923,2024
Austin Kitchen,27,645,Maj-NL,Miami,4,1,,1.0,,7.0,16,12,11,3,4,1,0,14.14,38,4,0,0,1,0,1,0,0,42,158,0.65,0.19,0.04,0.65,0.21,0.03,2.714,0.455,5.1,1.33,685116,2024
Landon Knack,26,592,Maj-NL,Los Angeles,18,12,3.0,5.0,1.0,76.0,66,34,34,22,74,16,3,4.03,293,10,2,1,2,1,7,0,0,319,1280,0.63,0.17,0.1,0.3,0.23,0.1,1.158,0.245,8.8,3.36,689017,2024
Jack Kochanowicz,23,622,Maj-AL,Los Angeles,11,11,2.0,6.0,,65.1,68,30,29,10,25,7,8,3.99,247,14,0,1,16,0,2,2,0,266,859,0.68,0.15,0.07,0.57,0.23,0.05,1.194,0.284,3.4,2.5,686799,2024
Jared Koenig,30,619,Maj-NL,Milwaukee,56,6,9.0,4.0,1.0,62.2,55,22,17,23,63,4,4,2.44,239,5,1,4,3,0,5,1,1,268,1025,0.66,0.19,0.1,0.48,0.2,0.08,1.245,0.297,9.0,2.74,657649,2024
Michael Kopech,28,591,"Maj-AL,Maj-NL","Chicago,Los Angeles",77,1,7.0,8.0,15.0,76.2,49,30,29,41,98,10,5,3.4,266,6,0,3,6,5,6,3,1,318,1317,0.64,0.17,0.14,0.38,0.16,0.08,1.174,0.239,11.5,2.39,656629,2024
Dean Kremer,28,627,Maj-AL,Baltimore,24,24,8.0,10.0,,129.2,110,72,59,51,123,18,3,4.1,493,19,0,0,6,5,6,3,1,553,2171,0.64,0.18,0.09,0.42,0.19,0.1,1.242,0.258,8.5,2.41,665152,2024
Chad Kuhl,31,631,Maj-AL,Chicago,31,1,,2.0,1.0,53.1,56,33,30,25,54,5,6,5.06,205,11,1,1,5,1,1,1,0,240,981,0.58,0.16,0.1,0.46,0.25,0.05,1.519,0.347,9.1,2.16,641771,2024
Peter Lambert,27,660,Maj-NL,Colorado,28,3,2.0,5.0,,61.1,73,42,39,29,50,7,2,5.72,242,12,4,2,5,5,6,1,2,280,1039,0.63,0.15,0.09,0.37,0.31,0.07,1.663,0.347,7.3,1.72,663567,2024
Jack Leiter,24,625,Maj-AL,Texas,9,6,,3.0,,35.2,44,39,35,17,31,7,3,8.83,148,9,2,0,2,3,4,0,0,173,669,0.63,0.14,0.12,0.39,0.22,0.07,1.71,0.327,7.8,1.82,683004,2024
Matthew Liberatore,24,623,Maj-NL,St. Louis,60,6,3.0,4.0,,86.0,81,44,42,28,76,11,2,4.4,323,20,0,3,8,3,7,1,1,358,1358,0.67,0.15,0.12,0.44,0.22,0.07,1.267,0.293,8.0,2.71,669461,2024
Zack Littell,28,626,Maj-AL,Tampa Bay,29,29,8.0,10.0,,156.1,164,68,63,31,141,22,5,3.63,618,29,2,0,13,0,6,3,1,656,2486,0.68,0.16,0.11,0.34,0.28,0.1,1.247,0.312,8.1,4.55,641793,2024
Luke Little,23,703,Maj-NL,Chicago,29,1,3.0,1.0,,26.0,15,11,10,18,28,1,4,3.46,86,4,0,1,5,1,3,1,0,109,434,0.59,0.23,0.09,0.71,0.08,0.03,1.269,0.241,9.7,1.56,681432,2024
Ben Lively,32,606,Maj-AL,Cleveland,30,29,13.0,10.0,,152.1,140,67,64,50,120,23,5,3.78,582,26,4,0,10,1,12,3,3,638,2432,0.65,0.19,0.08,0.43,0.21,0.08,1.247,0.266,7.1,2.4,594902,2024
Nick Lodolo,26,660,Maj-NL,Cincinnati,21,21,9.0,6.0,,115.1,101,62,61,37,122,13,18,4.76,437,26,0,0,4,1,11,4,2,493,1864,0.64,0.17,0.12,0.45,0.24,0.05,1.197,0.29,9.5,3.3,666157,2024
Jacob Lopez,26,657,Maj-AL,Tampa Bay,4,1,,,,10.1,5,7,6,7,8,2,2,5.23,37,1,0,0,0,0,4,0,0,46,178,0.56,0.17,0.09,0.17,0.24,0.21,1.161,0.111,7.0,1.14,682052,2024
Pablo Lopez,28,624,Maj-AL,Minnesota,32,32,15.0,10.0,,185.1,180,90,84,41,198,26,8,4.08,715,33,0,0,11,4,11,1,2,772,2982,0.67,0.15,0.13,0.44,0.25,0.05,1.192,0.311,9.6,4.83,641154,2024
Reynaldo Lopez,30,621,Maj-NL,Atlanta,26,25,8.0,5.0,,135.2,108,32,30,42,148,10,2,1.99,492,22,2,0,14,6,20,1,0,543,2110,0.65,0.16,0.12,0.4,0.29,0.06,1.106,0.288,9.8,3.52,625643,2024
Michael Lorenzen,32,612,Maj-AL,"Kansas City,Texas",28,24,7.0,7.0,,132.2,104,50,49,61,100,17,6,3.32,479,20,1,0,14,2,7,5,0,548,2134,0.61,0.17,0.09,0.41,0.23,0.1,1.244,0.239,6.8,1.64,547179,2024
Rhett Lowder,22,623,Maj-NL,Cincinnati,6,6,2.0,2.0,,30.2,25,4,4,14,22,0,0,1.17,114,2,0,0,2,0,5,2,1,128,498,0.62,0.15,0.09,0.39,0.29,0.07,1.272,0.272,6.5,1.57,695076,2024
Joey Lucchesi,31,621,Maj-NL,New York,2,2,,2.0,,10.1,8,6,6,8,7,1,0,5.23,37,3,0,0,0,0,0,0,0,46,179,0.57,0.13,0.06,0.48,0.16,0.06,1.548,0.241,6.1,0.88,664192,2024
Seth Lugo,34,612,Maj-AL,Kansas City,35,35,16.0,9.0,,216.0,184,78,72,53,189,17,10,3.0,807,37,6,1,18,5,5,5,1,878,3281,0.65,0.18,0.09,0.45,0.24,0.04,1.097,0.276,7.9,3.57,607625,2024
Jesus Luzardo,26,727,Maj-NL,Miami,12,12,3.0,6.0,,66.2,61,37,37,22,58,9,2,5.0,248,12,1,0,6,1,5,4,1,274,1084,0.64,0.15,0.14,0.39,0.23,0.05,1.245,0.286,7.8,2.64,666200,2024
Daniel Lynch IV,27,623,Maj-AL,Kansas City,16,3,2.0,,1.0,43.1,29,17,16,14,39,6,4,3.32,154,6,0,0,4,2,3,1,0,174,629,0.65,0.18,0.13,0.46,0.21,0.05,0.992,0.207,8.1,2.79,663738,2024
Lance Lynn,37,634,Maj-NL,St. Louis,23,23,7.0,4.0,,117.1,113,64,50,44,109,16,4,3.84,458,21,1,0,7,4,16,3,1,511,2040,0.62,0.14,0.1,0.36,0.27,0.09,1.338,0.288,8.4,2.48,458681,2024
Ty Madden,24,616,Maj-AL,Detroit,7,1,1.0,1.0,,23.2,26,14,13,11,18,2,1,4.94,94,6,0,1,2,1,4,0,0,107,436,0.63,0.13,0.11,0.43,0.26,0.09,1.563,0.32,6.8,1.64,680744,2024
Kenta Maeda,36,622,Maj-AL,Detroit,28,16,3.0,7.0,,112.1,124,80,76,31,96,22,5,6.09,442,25,1,0,9,6,11,4,1,485,1956,0.63,0.16,0.11,0.36,0.26,0.09,1.38,0.309,7.7,3.1,628317,2024
Tyler Mahle,29,664,Maj-AL,Texas,3,3,,1.0,,12.2,14,7,7,4,10,1,1,4.97,50,2,1,0,1,1,2,0,0,56,229,0.66,0.17,0.11,0.44,0.22,0.0,1.421,0.325,7.1,2.5,641816,2024
Anthony Maldonado,26,625,Maj-NL,Miami,16,1,1.0,1.0,1.0,19.0,21,12,12,7,11,1,0,5.68,75,4,2,3,1,0,2,1,0,82,297,0.63,0.13,0.14,0.36,0.23,0.16,1.474,0.317,5.2,1.57,687424,2024
Sean Manaea,32,601,Maj-NL,New York,36,36,14.0,7.0,,200.2,151,86,80,71,203,24,11,3.59,734,29,0,0,11,4,24,3,6,821,3324,0.65,0.16,0.12,0.39,0.24,0.08,1.106,0.249,9.1,2.86,640455,2024
Matt Manning,26,755,Maj-AL,Detroit,5,5,,1.0,,27.2,31,15,15,12,23,3,0,4.88,108,4,1,0,1,3,2,1,0,123,438,0.66,0.17,0.1,0.31,0.25,0.08,1.554,0.329,7.5,1.92,666159,2024
Alek Manoah,26,745,Maj-AL,Toronto,5,5,1.0,2.0,,24.1,17,16,10,8,26,5,4,3.7,90,2,0,0,2,1,2,1,0,103,393,0.64,0.16,0.12,0.35,0.25,0.12,1.027,0.2,9.6,3.25,666201,2024
Joe Mantiply,33,622,Maj-NL,Arizona,75,2,6.0,2.0,1.0,59.2,52,27,26,18,53,1,0,3.92,225,14,4,7,6,0,7,1,0,243,867,0.68,0.15,0.14,0.54,0.18,0.02,1.173,0.298,8.0,2.94,573009,2024
German Marquez,29,699,Maj-NL,Colorado,1,1,,,,4.0,5,3,3,4,3,1,0,6.75,16,0,0,0,0,0,0,0,0,20,70,0.59,0.13,0.13,0.46,0.15,0.08,2.25,0.333,6.8,0.75,608566,2024
