Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,k_bb_ratio,mlbID,season
Jeffrey Springs,31,648,Maj-AL,Tampa Bay,7,7,2.0,2.0,,33.0,34,12,12,11,37,5,1,3.27,129,5,0,0,2,1,4,1,0,142,565,0.64,0.15,0.13,0.39,0.25,0.08,1.364,0.33,10.1,3.36,605488,2024
Justin Steele,28,627,Maj-NL,Chicago,24,24,5.0,5.0,,134.2,111,54,46,37,135,12,4,3.07,506,23,0,0,5,3,9,2,1,555,2046,0.69,0.17,0.11,0.46,0.23,0.08,1.099,0.273,9.0,3.65,657006,2024
Gavin Stone,25,651,Maj-NL,Los Angeles,25,25,11.0,5.0,,140.1,133,55,55,37,116,18,2,3.53,537,25,2,0,11,3,8,1,1,580,2152,0.65,0.15,0.12,0.45,0.25,0.05,1.211,0.283,7.4,3.14,694813,2024
Spencer Strider,25,799,Maj-NL,Atlanta,2,2,,,,9.0,10,7,7,5,12,2,0,7.0,37,2,0,0,0,0,2,0,0,42,178,0.65,0.13,0.17,0.4,0.2,0.08,1.667,0.348,12.0,2.4,675911,2024
Ross Stripling,34,623,Maj-AL,Oakland,22,14,2.0,11.0,,85.1,109,65,57,22,49,7,1,6.01,353,30,0,2,8,4,7,1,2,381,1358,0.66,0.18,0.07,0.41,0.28,0.08,1.535,0.339,5.2,2.23,548389,2024
Marcus Stroman,33,626,Maj-AL,New York,30,29,10.0,9.0,1.0,154.2,167,81,74,60,113,19,8,4.31,603,28,4,0,16,3,25,5,1,675,2667,0.61,0.17,0.08,0.5,0.22,0.05,1.468,0.312,6.6,1.88,573186,2024
Albert Suarez,34,622,Maj-AL,Baltimore,32,24,9.0,7.0,,133.2,130,56,55,43,108,17,3,3.7,510,34,1,1,8,5,10,3,0,565,2234,0.62,0.12,0.11,0.36,0.26,0.07,1.294,0.29,7.3,2.51,544150,2024
Jose Suarez,26,626,Maj-AL,Los Angeles,22,3,1.0,2.0,1.0,52.1,57,38,35,27,56,7,4,6.02,208,17,4,0,6,1,2,2,2,240,988,0.6,0.14,0.12,0.4,0.3,0.08,1.605,0.342,9.6,2.07,660761,2024
Ranger Suarez,28,612,Maj-NL,Philadelphia,28,28,12.0,8.0,,155.0,145,63,58,45,153,14,5,3.37,592,34,2,1,9,1,8,3,2,647,2452,0.65,0.17,0.1,0.53,0.24,0.04,1.226,0.308,8.9,3.4,624133,2024
Cole Sulser,34,636,"Maj-AL,Maj-NL","New York,Tampa Bay",10,2,1.0,,,16.1,9,5,5,9,15,1,0,2.76,54,1,1,1,0,2,1,0,1,66,292,0.62,0.15,0.11,0.45,0.14,0.07,1.102,0.2,8.3,1.67,642121,2024
Brent Suter,34,622,Maj-NL,Cincinnati,47,3,1.0,,2.0,65.2,63,25,23,12,50,10,3,3.15,253,11,1,0,4,2,3,0,4,270,1023,0.65,0.15,0.09,0.41,0.23,0.07,1.142,0.272,6.9,4.17,608718,2024
Jameson Taillon,32,624,Maj-NL,Chicago,28,28,12.0,8.0,,165.1,154,67,60,33,125,21,1,3.27,633,24,2,0,8,4,14,0,1,675,2483,0.66,0.18,0.09,0.4,0.23,0.06,1.131,0.271,6.8,3.79,592791,2024
Julio Teheran,33,796,Maj-NL,New York,1,1,,,,2.2,6,4,4,2,3,1,0,13.5,14,1,0,0,0,0,0,0,0,16,68,0.54,0.09,0.1,0.36,0.18,0.09,3.0,0.5,10.1,1.5,527054,2024
Zack Thompson,26,781,Maj-NL,St. Louis,5,2,,2.0,,17.0,24,18,18,8,20,6,1,9.53,74,4,0,0,1,0,3,0,0,83,317,0.65,0.17,0.09,0.39,0.22,0.13,1.882,0.375,10.6,2.5,668868,2024
Drew Thorpe,23,682,Maj-AL,Chicago,9,9,3.0,3.0,,44.1,35,29,27,21,25,8,1,5.48,165,11,0,0,2,2,9,0,1,190,721,0.6,0.14,0.1,0.37,0.23,0.11,1.263,0.201,5.1,1.19,689672,2024
Spencer Turnbull,31,717,Maj-NL,Philadelphia,17,7,3.0,,,54.1,37,17,16,20,58,6,5,2.65,197,9,0,0,3,0,6,1,1,222,918,0.61,0.18,0.1,0.47,0.22,0.06,1.049,0.233,9.6,2.9,605513,2024
Kyle Tyler,27,674,Maj-NL,Miami,8,7,,2.0,,31.2,37,19,19,18,25,4,1,5.4,123,3,0,0,5,0,3,3,0,142,580,0.59,0.15,0.11,0.49,0.28,0.04,1.737,0.351,7.1,1.39,667725,2024
Jose Urena,32,638,Maj-AL,Texas,33,9,5.0,8.0,1.0,109.0,105,51,46,39,70,13,4,3.8,414,19,1,2,12,4,10,2,0,463,1760,0.62,0.15,0.1,0.51,0.21,0.05,1.321,0.275,5.8,1.79,570632,2024
Framber Valdez,30,620,Maj-AL,Houston,29,29,15.0,8.0,,180.2,147,63,60,57,172,13,6,2.99,653,25,1,0,33,6,10,1,0,724,2678,0.63,0.18,0.11,0.61,0.22,0.01,1.129,0.283,8.6,3.02,664285,2024
Louis Varland,26,623,Maj-AL,Minnesota,16,7,,6.0,,49.2,68,44,42,16,49,12,4,7.61,214,8,0,1,5,3,1,0,1,238,901,0.65,0.14,0.11,0.43,0.27,0.02,1.691,0.359,8.9,3.06,686973,2024
Randy Vasquez,25,623,Maj-NL,San Diego,20,20,4.0,7.0,,98.0,119,56,53,29,62,13,6,4.87,391,23,2,1,14,2,12,4,0,431,1687,0.65,0.15,0.08,0.39,0.3,0.09,1.51,0.333,5.7,2.14,681190,2024
Justin Verlander,41,623,Maj-AL,Houston,17,17,5.0,6.0,,90.1,98,56,55,27,74,15,6,5.48,358,14,2,0,3,5,8,3,1,396,1580,0.65,0.17,0.09,0.29,0.28,0.12,1.384,0.303,7.4,2.74,434378,2024
Darius Vines,26,684,Maj-NL,Atlanta,4,2,,1.0,,13.2,21,14,13,4,9,4,1,8.56,59,4,0,0,1,2,2,1,1,66,257,0.64,0.14,0.11,0.4,0.19,0.12,1.829,0.354,5.9,2.25,670241,2024
Michael Wacha,32,611,Maj-AL,Kansas City,31,31,13.0,9.0,,175.1,164,70,67,49,150,18,5,3.44,659,33,4,1,19,4,4,2,0,723,2737,0.64,0.16,0.1,0.4,0.24,0.1,1.215,0.295,7.7,3.06,608379,2024
Jacob Waguespack,30,792,Maj-AL,Tampa Bay,4,1,,,,10.0,13,7,6,10,11,1,0,5.4,41,2,0,0,1,0,3,0,0,51,221,0.59,0.19,0.14,0.47,0.3,0.03,2.3,0.414,9.9,1.1,621097,2024
Hurston Waldrep,22,727,Maj-NL,Atlanta,2,2,,1.0,,7.0,9,13,13,8,3,3,1,16.71,27,1,0,0,2,0,0,2,0,36,133,0.6,0.2,0.08,0.46,0.17,0.13,2.429,0.286,3.9,0.38,694462,2024
Matt Waldron,27,622,Maj-NL,San Diego,27,26,7.0,11.0,,146.2,145,84,80,40,133,21,11,4.91,568,32,2,0,10,3,16,2,1,625,2450,0.64,0.19,0.09,0.39,0.23,0.1,1.261,0.297,8.2,3.33,663362,2024
Ryan Walker,28,623,Maj-NL,San Francisco,76,1,10.0,4.0,10.0,80.0,50,19,17,18,99,5,9,1.91,279,7,1,1,7,1,8,2,1,308,1221,0.67,0.21,0.12,0.46,0.24,0.07,0.85,0.256,11.1,5.5,676254,2024
Taijuan Walker,31,627,Maj-NL,Philadelphia,19,15,3.0,7.0,,83.2,107,68,66,37,58,24,3,7.1,338,20,0,0,10,3,6,4,3,381,1435,0.62,0.18,0.07,0.37,0.28,0.07,1.721,0.32,6.2,1.57,592836,2024
Blake Walston,23,627,Maj-NL,Arizona,7,2,1.0,,,18.1,16,12,9,10,18,4,3,4.42,70,2,0,0,2,0,0,0,0,83,343,0.61,0.16,0.08,0.35,0.25,0.12,1.418,0.25,8.8,1.8,686796,2024
Andrew Walters,23,604,Maj-AL,Cleveland,13,1,1.0,,,11.2,2,2,1,7,10,0,0,0.77,35,1,0,0,0,2,1,0,0,44,197,0.6,0.11,0.14,0.26,0.3,0.19,0.771,0.074,7.7,1.43,689958,2024
Will Warren,25,623,Maj-AL,New York,6,5,,3.0,,22.2,33,27,26,10,29,5,1,10.32,97,11,0,0,0,1,1,2,0,110,458,0.61,0.19,0.1,0.38,0.3,0.03,1.897,0.438,11.5,2.9,701542,2024
Ryan Weathers,24,622,Maj-NL,Miami,16,16,5.0,6.0,,86.2,78,39,35,24,80,11,9,3.63,331,18,0,1,5,2,5,2,0,367,1413,0.63,0.16,0.11,0.48,0.23,0.07,1.177,0.277,8.3,3.33,677960,2024
Logan Webb,27,627,Maj-NL,San Francisco,33,33,13.0,10.0,,204.2,202,83,79,50,172,11,2,3.47,783,35,4,3,25,5,21,5,3,841,3202,0.66,0.2,0.09,0.57,0.23,0.02,1.231,0.316,7.6,3.44,657277,2024
Tyler Wells,29,792,Maj-AL,Baltimore,3,3,,2.0,,15.1,18,11,10,3,13,3,0,5.87,64,4,1,0,0,0,1,0,0,67,259,0.66,0.14,0.12,0.37,0.22,0.12,1.37,0.313,7.6,4.33,669330,2024
Joey Wentz,26,622,"Maj-AL,Maj-NL","Detroit,Pittsburgh",46,1,1.0,2.0,1.0,67.1,66,37,35,33,73,8,4,4.68,262,9,0,1,2,4,14,2,2,304,1226,0.62,0.15,0.13,0.42,0.24,0.09,1.47,0.314,9.8,2.21,666214,2024
Hayden Wesneski,26,622,Maj-NL,Chicago,28,7,3.0,6.0,,67.2,56,37,29,21,67,12,2,3.86,260,10,0,0,3,0,3,0,0,283,1076,0.64,0.19,0.11,0.44,0.21,0.08,1.138,0.243,8.9,3.19,669713,2024
Zack Wheeler,34,616,Maj-NL,Philadelphia,33,33,16.0,7.0,,207.0,140,62,57,56,233,20,9,2.48,744,28,5,0,14,3,8,3,1,813,3246,0.65,0.14,0.13,0.43,0.21,0.11,0.947,0.243,10.1,4.16,554430,2024
Garrett Whitlock,28,788,Maj-AL,Boston,4,4,1.0,,,18.1,14,4,4,7,17,1,1,1.96,66,4,0,0,1,0,2,1,0,75,321,0.64,0.18,0.07,0.44,0.28,0.06,1.145,0.271,8.3,2.43,676477,2024
Jordan Wicks,24,634,Maj-NL,Chicago,11,10,2.0,4.0,,46.0,55,31,28,20,42,9,2,5.48,189,10,1,0,4,0,5,1,1,212,852,0.63,0.12,0.11,0.41,0.24,0.04,1.63,0.333,8.2,2.1,696136,2024
Gavin Williams,24,603,Maj-AL,Cleveland,17,17,3.0,10.0,,78.1,75,45,44,32,83,9,3,5.06,303,17,3,0,4,3,4,0,2,342,1408,0.64,0.15,0.1,0.41,0.25,0.07,1.366,0.308,9.5,2.59,668909,2024
Trevor Williams,32,624,Maj-NL,Washington,13,13,6.0,1.0,,66.2,51,17,15,18,59,3,0,2.03,238,8,1,0,5,4,1,1,1,260,1064,0.63,0.16,0.1,0.45,0.22,0.05,1.035,0.267,8.0,3.28,592866,2024
Brandon Williamson,26,634,Maj-NL,Cincinnati,4,3,,,,14.1,10,7,6,5,12,4,2,3.77,51,1,0,0,2,1,1,0,0,59,252,0.61,0.19,0.07,0.33,0.3,0.08,1.047,0.167,7.5,2.4,682227,2024
Bryse Wilson,26,650,Maj-NL,Milwaukee,34,9,5.0,4.0,,104.2,102,49,47,31,82,20,4,4.04,405,9,2,0,6,1,7,3,0,442,1643,0.65,0.17,0.09,0.38,0.25,0.09,1.271,0.27,7.1,2.65,669060,2024
Allan Winans,28,689,Maj-NL,Atlanta,2,2,,2.0,,7.2,14,14,13,4,4,3,0,15.26,37,5,1,0,1,0,1,0,0,41,147,0.66,0.14,0.14,0.52,0.27,0.03,2.348,0.367,4.7,1.0,642216,2024
Josh Winckowski,26,622,Maj-AL,Boston,39,6,4.0,2.0,2.0,75.0,81,44,35,26,60,10,4,4.2,295,15,0,3,5,4,4,0,0,333,1231,0.64,0.17,0.09,0.52,0.24,0.05,1.427,0.31,7.2,2.31,670174,2024
Keaton Winn,26,723,Maj-NL,San Francisco,12,12,3.0,8.0,,55.1,56,44,44,20,48,9,4,7.16,209,10,5,0,5,4,7,3,1,238,877,0.67,0.14,0.12,0.51,0.25,0.02,1.373,0.301,7.8,2.4,676775,2024
Bryan Woo,24,624,Maj-AL,Seattle,22,22,9.0,3.0,,121.1,96,41,39,13,101,14,3,2.89,454,15,0,0,6,2,4,0,0,472,1715,0.71,0.18,0.11,0.42,0.23,0.07,0.898,0.24,7.5,7.77,693433,2024
Alex Wood,33,762,Maj-AL,Oakland,9,9,1.0,3.0,,39.1,51,27,23,19,33,6,5,5.26,158,13,0,1,4,2,3,3,1,186,756,0.62,0.19,0.08,0.38,0.31,0.06,1.78,0.372,7.6,1.74,622072,2024
Jake Woodford,27,633,"Maj-AL,Maj-NL","Chicago,Pittsburgh",9,7,,6.0,,35.0,48,37,31,9,26,6,3,7.97,153,13,1,0,1,2,3,0,0,167,618,0.62,0.18,0.06,0.37,0.29,0.05,1.629,0.341,6.7,2.89,663765,2024
Simeon Woods Richardson,23,626,Maj-AL,Minnesota,28,28,5.0,5.0,,133.2,125,63,62,48,117,16,3,4.17,509,21,1,0,4,7,11,2,3,569,2295,0.65,0.16,0.1,0.36,0.24,0.09,1.294,0.285,7.9,2.44,680573,2024
Justin Wrobleski,23,623,Maj-NL,Los Angeles,8,6,1.0,2.0,1.0,36.1,34,24,23,16,26,9,1,5.7,137,9,0,0,3,0,3,2,1,154,592,0.63,0.17,0.09,0.32,0.29,0.1,1.376,0.245,6.4,1.63,680736,2024
Yoshinobu Yamamoto,25,595,Maj-NL,Los Angeles,22,22,9.0,2.0,,108.2,90,40,38,28,120,10,2,3.15,407,23,2,0,6,4,3,1,0,442,1751,0.66,0.18,0.12,0.5,0.24,0.04,1.086,0.285,9.9,4.29,808967,2024
Rob Zastryzny,32,689,Maj-NL,Milwaukee,9,3,1.0,,,7.2,4,1,1,1,5,0,1,1.17,26,1,0,0,0,0,0,1,1,29,119,0.69,0.08,0.15,0.38,0.05,0.19,0.652,0.19,5.9,5.0,642239,2024
